,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,1102.309994166717,1690.3329960769042,682.2059949627146,696.9859969103709,610.4479980422184,718.2720000855625,680.6279998272657,620.5369863891974,599.175997194834,718.9379975898191,855.381993460469,1296.5100031578913,810.2910069283098,833.5309976246208,684.650003677234,710.2540112100542,765.7819951418787,896.1620042100549,972.0080124679953,644.034007564187,801.7539948923513,931.1080066254362,1447.5829957518727,828.6550000775605,950.6770002190024,652.8689991682768,687.6490078866482,731.5020047826692,688.4309987071902,701.7210009507835,667.1190058114007,966.4679964771494,991.5280097629875,657.0750119863078,1104.5050050597638,986.6460022749379,1068.9070040825754,1487.8049987601116,1335.5139963096008,686.7350020911545,693.1940006325021,810.7960020424798,886.5410054568201,951.1999960523099,800.4139963304624,678.0059920856729,719.7589875431731,750.8389971917495,782.5219945516437,815.7859992934391,671.60400794819,714.1189998947084,787.7269963501021,1206.052998895757,752.2309897467494,756.3429971924052,665.177998598665
1,685.7420084998012,1113.093996536918,506.7309975856915,586.076988838613,469.8029952123761,533.6830072337762,508.2989955553785,522.8380032349378,466.62699605803937,515.5289982212707,604.6490016160533,802.6330033317208,569.8089953511953,577.0959978690371,508.79400805570185,583.3909963257611,551.5520024346188,682.5720047345385,691.0789961693808,527.1810077829286,615.7970055937767,614.7309904918075,939.1320054419339,621.5339963091537,583.0390000483021,507.1319901617244,518.4019973967224,507.0199986221269,513.2950027473271,514.6790063008666,517.5260012038052,697.3679992370307,647.7590068243444,507.5090011814609,653.6889995913953,640.9289926523343,672.5169951096177,876.9260020926595,1012.7329878741875,529.0840053930879,559.0869986917824,629.3150072451681,661.0010022995993,613.4669965831563,534.6849939087406,533.7280017556623,545.1150063890964,530.4279911797494,543.8840016722679,599.0710051264614,513.7600091984496,560.590997338295,530.2770005073398,725.4810043377802,525.2730043139309,552.3860018001869,560.1309967460111
2,628.3520051511005,841.9590012636036,469.2700022133067,482.8929959330708,472.97000128310174,548.0450054164976,510.23499690927565,456.34199341293424,482.39200259558856,532.2439974406734,545.3170015243813,639.4869997166097,491.3890006719157,544.8119918582961,468.58399582561105,523.563998285681,514.3340094946325,535.8280031941831,515.8819985808805,484.7080126637593,544.9540039990097,524.7130029601976,585.0790039403364,624.3230018299073,495.38099847268313,511.07000035699457,478.7110083270818,470.2090081991628,466.89200098626316,464.5950102712959,525.0399990472943,550.7729947566986,520.3190085012466,562.182001885958,564.9090016959235,568.2400078512728,600.6409967085347,764.0980038559064,696.4189960854128,479.6880093635991,458.98198732174933,494.2719970131293,537.1550068957731,568.9220124622807,466.883007902652,499.20899618882686,489.1970020253211,494.65200572740287,493.71199565939605,519.0480005694553,456.83600183110684,628.3090042416006,520.9390074014664,638.2219871738926,492.0759965898469,473.19900477305055,469.2559887189418
3,754.4060063082725,732.6480117626488,452.7810087893158,509.01299982797354,431.48700206074864,465.90699639637023,464.5790031645447,448.5140088945627,427.48000123538077,469.56200094427913,499.4160117348656,527.765994775109,469.26698996685445,549.7060046764091,449.8890048125759,506.8680038675666,493.45899606123567,502.5380087317899,514.1230067238212,459.80401046108454,505.8619863120839,505.88099111337215,536.8610000004992,533.7550101103261,493.4960015816614,461.1100011970848,498.19999549072236,488.1530039710924,480.1339964615181,468.8259941758588,453.4149920800701,505.8149981778115,520.4120097914711,604.4839974492788,495.4820033162832,516.8050120119005,486.1310007981956,801.3139886315912,610.119997872971,481.36200348380953,438.35400720126927,469.57899758126587,499.9290104024112,481.62799794226885,453.26599502004683,481.09500494319946,462.5149886123836,467.5450036302209,500.15099986921996,542.8709991974756,440.34399616066366,510.2230061311275,480.92300130520016,773.9830034552142,518.7280039535835,503.4179921494797,447.55601265933365
4,960.6749954400584,643.8749987864867,466.68499999213964,544.7099974844605,431.9139989092946,480.22400005720556,472.4000027636066,432.70699097774923,438.30700451508164,453.40799260884523,490.9349954687059,477.3149994434789,490.3329972876236,554.1499995160848,448.6800025915727,495.708009111695,504.80299978516996,476.22800047975034,475.0130028696731,456.7519936244935,483.69899741373956,481.44999891519547,586.5380080649629,554.3459992622957,527.8980097500607,452.43199565447867,460.2980043273419,489.3690056633204,452.76399760041386,458.90500769019127,450.31000627204776,511.6300017107278,497.4180046701804,506.92001241259277,501.28099974244833,483.07899851351976,482.65499935951084,621.6600013431162,563.9510054606944,447.01300794258714,463.5219956981018,472.3710007965565,476.76300164312124,474.28099787794054,484.97300304006785,449.5329922065139,488.9559932053089,450.03699779044837,465.6609962694347,475.90999747626483,462.0199906639755,510.2180002722889,462.6669979188591,604.6219932613894,520.0680025154725,444.8710096767172,518.7350034248084
5,1210.043003084138,572.8819960495457,461.50000707712024,462.55999768618494,463.62399007193744,450.0430077314377,447.2580039873719,496.2800012435764,450.3159871092066,476.2960015796125,512.3860028106719,470.8539927378297,467.66999003011733,544.4910057121888,469.178005005233,503.199000377208,484.8740063607693,465.2310017263517,480.891001643613,488.8090043095872,460.26299241930246,467.7099932450801,517.752006999217,534.2049989849329,490.10899965651333,450.47298772260547,452.76799937710166,461.4409990608692,449.7399932006374,446.87799527309835,447.0109997782856,532.9189880285412,480.4760101251304,444.6990060387179,537.765008630231,472.8920030174777,554.1350110433996,1683.4970010677353,537.7950001275167,447.8449991438538,434.335001045838,455.0459998426959,520.7450012676418,462.73000771179795,452.69700058270246,448.61399510409683,448.065999080427,451.1070001171902,474.4519974337891,461.53299626894295,434.2580068623647,458.64398998674005,451.88399963080883,487.7929895883426,519.5649864617735,466.7799948947504,543.1530007626861
6,1314.0350056346506,563.4599947370589,446.70399802271277,454.31600301526487,495.7329947501421,478.2579926541075,503.4770001657307,518.0669977562502,441.43600098323077,462.1370026143268,488.6570095550269,465.3549985960126,458.5959977703169,537.1400038711727,446.98099372908473,494.06400648877025,477.43400500621647,484.3089991481975,459.424001746811,453.36599578149617,469.4880044553429,455.8829969028011,493.67100291419774,604.7750066500157,487.1010023634881,449.1190047701821,450.2829979173839,454.4650000752881,476.58500261604786,440.1190089993179,442.12899229023606,493.49899927619845,473.9700088975951,494.6410044794902,469.15501297917217,459.47400212753564,483.14500600099564,847.9639946017414,575.6499886047095,521.4900011196733,432.37001227680594,497.87398893386126,466.3099971367046,461.051007732749,440.6420048326254,478.73299627099186,441.89300388097763,449.04000242240727,449.8329944908619,462.11401058826596,463.71700591407716,453.38399650063366,444.65299288276583,476.85200115665793,516.5569891687483,452.1669907262549,510.07300498895347
7,1233.2430051174015,462.7060116035864,445.0559936231002,450.9309947025031,497.0320005668327,451.0449944064021,453.48500134423375,500.2559919375926,424.08199806232005,484.37700024805963,491.19500909000635,487.31300921645015,509.7249959362671,572.1560009988025,442.723001469858,451.44499745219946,512.4430026626214,457.02401257585734,453.4299951046705,472.2520097857341,458.811002317816,451.6800108831376,531.8160110618919,535.9110073186457,528.7090025376529,474.0879958262667,516.5830079931766,449.1669969866052,523.9050078671426,438.58900608029217,475.8199938805774,472.466999781318,476.42500430811197,510.53000788670033,466.82699758093804,485.34400411881506,508.20200704038143,621.7460031621158,552.2040009964257,591.4020002819598,432.3269968153909,499.9800003133714,464.2970015993342,489.2810102319345,450.99700218997896,452.342996140942,444.1880009835586,451.1290026130155,446.7610124265775,518.0610023671761,437.4559939606115,508.1349954707548,479.6399880433455,516.4129979675636,536.810010089539,453.8670036708936,515.7870036782697
8,1094.4649984594434,477.434994536452,481.46799963433295,451.75699051469564,491.9200000585988,446.0560012375936,446.8480037758127,497.65499716158956,415.51300091668963,454.7210119199008,471.45699500106275,458.7359871948138,462.26600534282625,549.5269870152697,438.5819920571521,422.19100578222424,493.41400153934956,464.1599953174591,494.07400365453213,456.3910042634234,460.71399992797524,458.5510032484308,500.78899948857725,517.1280063223094,481.8960005650297,453.4610052360222,529.0510016493499,483.4199935430661,518.259999807924,442.86200136411935,446.945006842725,531.7559989634901,502.57200200576335,513.8439883012325,472.25500748027116,460.1580003509298,506.073993165046,577.8550112154335,525.3010021988302,548.0069958139211,426.1919966666028,483.21898793801665,459.5200007315725,469.65300862211734,503.12500388827175,449.40400402992964,448.6999969230965,520.7290087128058,472.7299965452403,527.2429989418015,435.3749973233789,456.0950037557632,448.5660028876737,459.04899889137596,520.5130000831559,456.5199924400076,529.4809961924329
9,706.6780090099201,525.1419934211299,444.1719938768074,479.8800073331222,499.97400492429733,457.9800006467849,477.44000039529055,529.9100012052804,416.9329913565889,451.113999588415,468.5119929490611,466.2260034820065,456.58700400963426,542.3820111900568,488.2119974354282,484.3019996769726,480.29099707491696,505.44900295790285,454.21200047712773,461.3560013240203,476.76100803073496,455.6320054689422,490.48199434764683,537.4690081225708,473.9340074593201,453.13400914892554,524.1290054982528,449.21800144948065,521.6819990891963,466.19899512734264,442.94100371189415,461.3279888872057,470.7570042228326,512.8149932716042,465.97800974268466,458.34199409000576,527.9430042719468,577.5190074928105,482.1089969482273,654.0850008605048,448.4759992919862,443.26100032776594,512.1750000398606,462.0399995474145,528.1410121824592,444.79500502347946,473.6359987873584,448.2059885049239,450.2240044530481,527.3670103633776,432.9859948484227,460.27400821913034,447.99799798056483,474.2190067190677,520.5250054132193,510.3449948364869,534.4709934433922
