,Time
0,20647.733996156603
1,13740.661001065746
2,12713.05000409484
3,13001.483981497586
4,12726.884975563735
5,13211.903016781434
6,12356.373976217583
7,12235.129019245505
8,12520.216987468302
9,12440.013990271837
10,12336.999003309757
11,12291.812017792836
12,12717.100005829707
13,12649.179989239201
14,12319.583998760208
15,12025.214993627742
16,12003.257987089455
17,11840.99999954924
18,11754.896986531094
19,11779.59202323109
20,11795.448983320966
21,12059.278000378981
22,12194.987997645512
23,15447.260986547917
24,12981.390987988561
25,12145.699991378933
26,12942.825007485226
27,13395.607995335013
28,12795.068003470078
29,12278.045003768057
30,11911.2640095409
31,12020.672991639003
32,12253.131018951535
33,15419.30201346986
34,13961.468008346856
35,12503.089994424954
36,13613.789982628077
37,12875.997985247523
38,12110.194977140054
39,12250.67101768218
40,11998.37401509285
41,12663.248024182394
42,13356.704992474988
43,12548.164988402277
44,12559.294991660863
45,12707.140005659312
46,12567.422993015498
47,11964.987003011629
48,23092.625982826576
49,13551.665004342794
50,12159.171979874372
51,12295.979977352545
52,12447.832996258512
53,12424.425018252805
54,11977.039015619084
55,12217.46500232257
56,12742.316990625113
57,13028.857007157058
58,13283.070002216846
59,13327.797001693398
60,20074.62698384188
61,14023.7599844113
62,12394.619989208877
63,12969.848001375794
64,13178.808003431186
65,13703.467993764207
66,12646.517978282645
67,12167.252018116415
68,12197.799020214006
69,11890.262016095221
70,11981.563991867006
71,12112.15602234006
72,11775.877996115014
73,12105.675006750971
74,13518.947002012283
75,13322.954997420311
76,14034.278981853276
77,15010.252012871206
78,14124.559005722404
79,14342.051988933235
80,20037.253008922562
81,13391.407992457971
82,12835.923989769071
83,13001.968996832147
84,12574.921012856066
85,12523.078999947757
86,12797.76098090224
87,11968.39299518615
88,11981.36800667271
89,11744.63500501588
90,11793.857993325219
91,11753.337981645018
92,11872.867005877197
93,12052.659003529698
94,11922.432982828468
95,12126.139015890658
96,11747.031006962061
97,11710.29100078158
98,11982.7100133989
99,11836.633988423273
100,11755.276995245367
101,11659.879994112998
102,11750.648001907393
103,12246.28501222469
104,11847.460002172738
105,11846.182984299958
106,13557.325000874698
107,12520.275020506233
108,11946.903978241608
109,12514.2129836604
110,13595.363008789718
111,12357.186991721392
112,12823.820987250656
113,12578.028021380305
114,13623.487000586465
115,12267.540005268529
116,11892.469978192821
117,12153.166986536235
118,11985.617980826646
119,11950.82999765873
120,11856.506986077875
121,11753.263999707997
122,12235.441012308002
123,12040.864996379241
124,11928.192980121821
125,11805.624992121011
126,11770.868994062766
127,11776.542000006884
128,11803.361994680017
129,11959.944007685408
130,11711.29901194945
131,11822.049011243507
132,11652.515997411683
133,11699.059017701074
134,11834.650998935103
135,11801.348999142647
136,11745.072988560423
137,11654.698988422751
138,11816.760990768671
139,11814.162018708885
140,11960.025003645569
141,11701.47501397878
142,11798.747000284493
143,11705.412005539984
144,11533.062002854422
145,11694.236018229276
146,11642.172990832478
147,11712.53400389105
148,11805.254995124415
149,12966.656009666622
150,12134.78299905546
151,11845.895001897588
152,12010.553007712588
153,12010.128004476428
154,11816.624988568947
155,12175.001989817247
156,12076.866987627
157,11754.05501271598
158,11652.001994661987
159,11677.760019665584
160,12031.843973090872
161,12602.769973454997
162,12079.995998647064
163,11839.781975140795
164,11850.70801875554
165,11846.88400826417
166,11764.319991925731
167,11794.416001066566
168,11857.49500291422
169,23735.820985166356
170,13901.137019274756
171,13090.636988636106
172,12779.568001860753
173,12387.838010909036
174,12261.603988008574
175,12375.125981634483
176,12588.08298734948
177,13577.36499630846
178,12239.38597831875
179,12305.201002163813
180,12356.827006442472
181,12231.878994498402
182,11934.548005228862
183,11856.964003527537
184,11900.023993803188
185,12120.55201176554
186,12228.409003000706
187,12558.14201431349
188,12306.709017138928
189,12084.371992386878
190,12095.423007849604
191,12437.433993909508
192,14009.246981004253
193,14460.288977716118
194,14716.614998178557
195,17852.143006166443
196,15000.025014160201
197,13740.37898494862
198,13623.335980810225
199,16071.121004642919
200,16386.13798422739
201,14928.433985915035
202,12748.210021527484
203,12086.260976502672
204,12819.776020478457
205,12382.012006128207
206,12043.839000398293
207,11904.449987923726
208,12316.533015109599
209,12262.04601698555
210,12219.51300976798
211,12179.921992355958
212,13179.886998841539
213,13928.150990977883
214,13644.824997754768
215,14785.274979658425
216,14503.988000797108
217,13840.626023011282
218,13212.966994615272
219,16394.040023442358
220,15894.906013272703
221,14355.98498210311
222,13451.778999296948
223,16824.31998779066
224,14726.723020430654
225,14349.296980071813
226,12252.02699424699
227,11940.048018004745
228,13324.479979928583
229,11993.487976724282
230,12014.664011076093
231,13081.860990496352
232,12770.762987202033
233,12158.262979937717
234,12192.385009257123
235,13308.76600695774
236,15288.818016415462
237,14843.256998574361
238,14881.548006087542
239,14609.707985073328
240,13857.111014658585
241,13336.609001271427
242,16815.247014164925
243,15979.677002178505
244,15219.535998767242
245,14367.438008775935
246,13846.13401023671
247,14579.384005628526
248,13107.74197918363
249,12085.206981282681
250,11925.036000320688
251,11962.497985223308
252,11976.568988757208
253,12054.369988618419
254,12218.69999426417
255,12074.252008460462
256,11768.851982196793
257,11832.6110241469
258,11677.266011247411
259,11758.11598659493
260,11741.716007236391
261,11761.604982893914
262,12009.959988063201
263,11699.777998728678
264,11921.33201402612
265,11763.778020394966
266,11839.83200462535
267,12139.0389977023
268,11945.476988330483
269,12047.99598781392
270,13852.452975697815
271,12353.149999398738
272,12089.838011888787
273,12676.215992541984
274,11933.019995922223
275,11954.589979723096
276,11727.532022632658
