,Class i,Class j,Statistic,P-value(rounded),P-value(exp)
2434,28.0,69.0,4.850076161098408,1e-06,1.3388662621857222e-06
2435,28.0,70.0,3.259990746173859,0.001135,0.001135486119343748
2436,28.0,71.0,-0.5512189005326007,0.581551,0.5815509162095509
2437,28.0,72.0,-10.470730783537286,0.0,2.094133956207857e-24
2438,28.0,73.0,-6.531993464473296,0.0,9.121059071648705e-11
2439,28.0,74.0,8.081476535509928,0.0,1.1476492999738606e-15
2440,28.0,75.0,-10.681178606715513,0.0,2.7539282969252956e-25
2441,28.0,76.0,-4.747314891290773,2e-06,2.268546294718468e-06
2442,28.0,77.0,-5.760045804496518,0.0,1.0455797931403232e-08
2443,28.0,78.0,13.35956467369861,0.0,1.542048630032359e-38
2444,28.0,79.0,14.368065193026318,0.0,6.1247161842454e-44
2445,28.0,80.0,7.576049431794919,0.0,5.5697219433231625e-14
2446,28.0,81.0,13.31380557605894,0.0,2.6692863707526976e-38
2447,28.0,82.0,10.05048289628929,0.0,3.7032512212402846e-23
2448,28.0,83.0,13.516687347694136,0.0,1.9246221604940802e-39
2449,28.0,84.0,12.294835024374617,0.0,3.3790415632806645e-33
2450,28.0,85.0,6.767403234745455,0.0,1.7411773391159957e-11
2451,28.0,86.0,16.56641186144543,0.0,1.8104695654917558e-56
2452,28.0,87.0,16.974512245890768,0.0,3.523802886048196e-59
2453,28.0,88.0,13.937615174496772,0.0,1.2055854391905368e-41
2454,28.0,89.0,6.844345280568515,0.0,1.0342337984323763e-11
2455,28.0,90.0,4.566305000315658,5e-06,5.278299717019339e-06
2456,28.0,91.0,14.500520630199341,0.0,1.0560901111600478e-44
2457,28.0,92.0,13.471311122227547,0.0,3.108567131797287e-39
2458,28.0,93.0,-7.738552213770517,0.0,2.2852485437465724e-14
2459,28.0,94.0,10.127719920894107,0.0,1.6362140854877514e-23
2460,28.0,95.0,6.654321385756167,0.0,3.7181324245037473e-11
2461,28.0,96.0,-9.531356398523705,0.0,1.1150988594292228e-20
2462,28.0,97.0,14.746585567277736,0.0,4.750204883119529e-46
2463,28.0,98.0,16.80918449225245,0.0,4.82417076733807e-58
2464,28.0,99.0,9.16368903045052,0.0,1.2912620955930824e-19
2465,29.0,30.0,8.25227489815006,0.0,3.3163762061143927e-16
2466,29.0,31.0,-3.058623290635004,0.002263,0.0022625604915017254
2467,29.0,32.0,1.353024147386099,0.176211,0.1762114277113792
2468,29.0,33.0,-17.088947269036957,0.0,1.915778165848113e-58
2469,29.0,34.0,-4.779544956161213,2e-06,1.9019868402549231e-06
2470,29.0,35.0,3.7724584258446745,0.000167,0.0001666585972019297
2471,29.0,36.0,-1.5866062967031291,0.11278,0.11277981159301576
2472,29.0,37.0,2.8568868823920854,0.004326,0.004325755352790791
2473,29.0,38.0,12.75024758706789,0.0,1.846495810440672e-35
2474,29.0,39.0,17.010891732503207,0.0,5.577176603029461e-59
2475,29.0,40.0,3.9506014512863676,8.1e-05,8.095058481144092e-05
2476,29.0,41.0,7.803963111218053,0.0,9.960035775754375e-15
2477,29.0,42.0,14.329357180153183,0.0,8.9973322891837e-44
2478,29.0,43.0,14.512485086498417,0.0,1.7255856284902467e-44
2479,29.0,44.0,3.5356108767565453,0.000417,0.00041676343139897655
2480,29.0,45.0,-3.426309314440624,0.000629,0.0006288669087305071
2481,29.0,46.0,14.205572930327047,0.0,5.46609026428148e-43
2482,29.0,47.0,8.217569228293486,0.0,4.1007990057704787e-16
2483,29.0,48.0,1.6132170469901224,0.106869,0.10686936314687459
2484,29.0,49.0,-4.463419965877114,9e-06,8.783371773458656e-06
2485,29.0,50.0,9.949755489972803,0.0,1.1628102203242179e-22
2486,29.0,51.0,11.294584931576594,0.0,1.8310356369299808e-28
2487,29.0,52.0,6.809451994340877,0.0,1.4294910704822911e-11
2488,29.0,53.0,10.638452852886344,0.0,1.328261266198832e-25
2489,29.0,54.0,20.503329192652757,0.0,1.8162084180905217e-80
2490,29.0,55.0,13.516630968623794,0.0,2.8956101488313652e-39
2491,29.0,56.0,15.20742155373701,0.0,2.456459871877585e-48
2492,29.0,57.0,15.195161998803954,0.0,3.8007663603079386e-48
2493,29.0,58.0,4.136115517419285,3.7e-05,3.7295775065171204e-05
2494,29.0,59.0,15.006893684991226,0.0,2.0070714266874012e-47
2495,29.0,60.0,18.488546107876047,0.0,4.06807610971932e-68
2496,29.0,61.0,18.00207231248267,0.0,9.881860583701309e-66
2497,29.0,62.0,16.710516456106387,0.0,5.198728228588617e-57
2498,29.0,63.0,19.58449616176994,0.0,1.5302789169374622e-74
2499,29.0,64.0,23.362848871896073,0.0,7.505207503150985e-99
2500,29.0,65.0,16.268087484974757,0.0,2.8995987877509943e-55
2501,29.0,66.0,22.48698995438355,0.0,8.760701720927761e-94
2502,29.0,67.0,22.990732522774547,0.0,1.6547032332413489e-96
2503,29.0,68.0,23.431869432194006,0.0,2.0048476583947815e-99
2504,29.0,69.0,13.646406425930829,0.0,1.8125582679459101e-40
2505,29.0,70.0,12.761585090007255,0.0,1.1116180481062166e-35
2506,29.0,71.0,9.626670880138446,0.0,2.075609299876483e-21
2507,29.0,72.0,-8.340508400063888,0.0,2.3772973656770374e-16
2508,29.0,73.0,1.596274403959347,0.11061,0.11060977840326493
2509,29.0,74.0,17.195738448744482,0.0,1.752070358037334e-60
2510,29.0,75.0,-7.293941925647093,0.0,5.863708800014824e-13
2511,29.0,76.0,4.145084275908128,3.6e-05,3.556714251323504e-05
2512,29.0,77.0,1.9093701698406782,0.056386,0.056385887544698185
2513,29.0,78.0,21.3787777991123,0.0,4.0742750403445626e-86
2514,29.0,79.0,22.097789248748224,0.0,5.706893827014139e-91
2515,29.0,80.0,16.71935015816849,0.0,1.0585084890959526e-57
2516,29.0,81.0,21.34670076896725,0.0,6.786356411089624e-86
2517,29.0,82.0,18.749898890507964,0.0,3.413128932948858e-70
2518,29.0,83.0,21.467455292433495,0.0,4.442878003128795e-87
2519,29.0,84.0,20.60397258092283,0.0,4.0129506954274567e-81
2520,29.0,85.0,15.952657882798736,0.0,3.0588786505196455e-53
2521,29.0,86.0,23.665657504710467,0.0,3.406189732736248e-101
2522,29.0,87.0,23.953455450246913,0.0,9.789521996320291e-104
2523,29.0,88.0,21.78058816149843,0.0,5.113927931197688e-89
2524,29.0,89.0,16.063734243951824,0.0,7.533428197721172e-54
2525,29.0,90.0,13.888494476822565,0.0,1.1856252989057591e-41
2526,29.0,91.0,22.18750723566894,0.0,1.0690977999863549e-91
2527,29.0,92.0,21.424838624474845,0.0,6.179880566113334e-87
2528,29.0,93.0,-3.0962622599834666,0.002004,0.0020040033846278307
2529,29.0,94.0,18.61753347919272,0.0,6.074712100758964e-70
2530,29.0,95.0,15.657365185201515,0.0,1.1636159057208215e-51
2531,29.0,96.0,-6.626749718610692,0.0,5.441465955833435e-11
2532,29.0,97.0,22.365973766162345,0.0,7.772135757503042e-93
2533,29.0,98.0,23.836580980924893,0.0,1.267792121697991e-102
2534,29.0,99.0,17.98370264524814,0.0,1.5412670485302158e-65
2535,30.0,31.0,-12.77596566693113,0.0,5.153809172393681e-35
2536,30.0,32.0,-6.018940116281814,0.0,2.2117850507816513e-09
2537,30.0,33.0,-22.28804773637735,0.0,9.378708109447359e-89
2538,30.0,34.0,-12.252939454442346,0.0,8.19279426163003e-33
2539,30.0,35.0,-3.7468402511178747,0.000186,0.00018569562056513318
2540,30.0,36.0,-10.068471597241945,0.0,4.535468868568361e-23
2541,30.0,37.0,-4.897750838215791,1e-06,1.0727219271063905e-06
2542,30.0,38.0,5.966516273626064,0.0,3.057403631457034e-09
2543,30.0,39.0,11.369908035782043,0.0,9.541073804740812e-29
2544,30.0,40.0,-3.6309425163995206,0.000292,0.0002921642847046168
2545,30.0,41.0,0.5946615551954673,0.552153,0.5521532306416166
2546,30.0,42.0,7.890330597327362,0.0,5.593738001529054e-15
2547,30.0,43.0,7.930285521929784,0.0,4.355885027804296e-15
2548,30.0,44.0,-4.168538378713137,3.2e-05,3.235948827375953e-05
2549,30.0,45.0,-13.85532755938757,0.0,2.4295788940812405e-40
2550,30.0,46.0,7.631965257908078,0.0,4.036024835618875e-14
2551,30.0,47.0,0.2865190802688103,0.774516,0.7745163224370313
2552,30.0,48.0,-7.028051315586279,0.0,3.089019823545205e-12
2553,30.0,49.0,-8.287406468524257,0.0,3.335370298855181e-16
2554,30.0,50.0,2.416004038524109,0.015814,0.015814316425523306
2555,30.0,51.0,3.9276826802072398,9e-05,8.96470935340783e-05
2556,30.0,52.0,-2.1834640310014097,0.029166,0.029166120632250863
2557,30.0,53.0,3.2833662893628155,0.001047,0.0010473907624891708
2558,30.0,54.0,16.320108528452987,0.0,2.0090765297708255e-54
2559,30.0,55.0,6.682861391510363,0.0,3.319449877864338e-11
2560,30.0,56.0,8.875743520311547,0.0,2.0413290305658696e-18
2561,30.0,57.0,8.806359404860684,0.0,3.791389998109059e-18
2562,30.0,58.0,-4.618687441102312,4e-06,4.288456317468855e-06
2563,30.0,59.0,8.752739329165038,0.0,5.767693526624537e-18
2564,30.0,60.0,13.412823820777593,0.0,1.0650871155472534e-38
2565,30.0,61.0,12.7685364733543,0.0,1.257804535412954e-35
2566,30.0,62.0,10.932975935618932,0.0,9.42349475256857e-27
2567,30.0,63.0,14.994016691991963,0.0,6.482901037405716e-47
2568,30.0,64.0,20.60803704418453,0.0,3.7891525388891556e-80
2569,30.0,65.0,10.562252324492514,0.0,2.678966206919243e-25
2570,30.0,66.0,19.181710821474066,0.0,5.824864420273491e-72
2571,30.0,67.0,20.028693096373985,0.0,1.1987428613701034e-76
2572,30.0,68.0,20.69197434370597,0.0,8.210272759125889e-81
2573,30.0,69.0,7.630105210421816,0.0,3.908382335677774e-14
2574,30.0,70.0,6.2441729659214555,0.0,5.45952626859991e-10
2575,30.0,71.0,2.335500779212427,0.019636,0.019636161098193387
2576,30.0,72.0,-10.004096525547935,0.0,1.6453163297905553e-22
2577,30.0,73.0,-4.6706192702399685,3e-06,3.3074275285887262e-06
2578,30.0,74.0,11.666656126234265,0.0,3.217115210337303e-30
2579,30.0,75.0,-9.950575728656613,0.0,2.676591806860442e-22
2580,30.0,76.0,-2.606741998773248,0.00924,0.009240389101444747
2581,30.0,77.0,-3.9929093171208225,6.9e-05,6.897556003920957e-05
2582,30.0,78.0,17.604211835954747,0.0,5.851291533625082e-62
2583,30.0,79.0,18.643334029929402,0.0,2.140281411395451e-68
2584,30.0,80.0,11.057135779894095,0.0,1.9154903218026803e-27
2585,30.0,81.0,17.559081533332126,0.0,1.1083418712513355e-61
2586,30.0,82.0,13.770134080872324,0.0,9.819028025179355e-41
2587,30.0,83.0,17.68129618520103,0.0,1.0078562978983698e-62
2588,30.0,84.0,16.46586596900343,0.0,2.849912509030457e-55
2589,30.0,85.0,10.102971394964086,0.0,2.4987878789882313e-23
2590,30.0,86.0,21.00744861386732,0.0,4.488428836746523e-83
2591,30.0,87.0,21.335420637982804,0.0,6.918851125949572e-86
2592,30.0,88.0,18.15602475734615,0.0,1.615084391058927e-65
2593,30.0,89.0,10.22505221518598,0.0,7.777309939774427e-24
2594,30.0,90.0,7.6215380693222725,0.0,4.115508381950158e-14
2595,30.0,91.0,18.755442471598087,0.0,3.2836209425357964e-69
2596,30.0,92.0,17.601104987897173,0.0,2.436391121642031e-62
2597,30.0,93.0,-6.719814081291826,0.0,2.9388735516513425e-11
2598,30.0,94.0,13.602667485170427,0.0,5.2767532360115845e-40
2599,30.0,95.0,9.823545921257375,0.0,3.492107632135446e-22
2600,30.0,96.0,-8.897649384703472,0.0,2.600819496528734e-18
2601,30.0,97.0,19.024408257259587,0.0,7.781738605129746e-71
2602,30.0,98.0,21.21515620422331,0.0,9.755770438157168e-85
2603,30.0,99.0,12.738219078130728,0.0,1.8601517597896485e-35
2604,31.0,32.0,4.288062915234355,1.9e-05,1.9137739581728657e-05
2605,31.0,33.0,-15.721851337273078,0.0,3.5236775101879398e-50
2606,31.0,34.0,-2.386217927272323,0.017146,0.017145794956556087
2607,31.0,35.0,7.066168072521169,0.0,2.417134185978465e-12
2608,31.0,36.0,1.3521653222086407,0.176535,0.17653486523679685
2609,31.0,37.0,6.115246374734088,0.0,1.2269590599671264e-09
2610,31.0,38.0,17.632105327500472,0.0,1.0517125145045119e-61
2611,31.0,39.0,22.897150844746598,0.0,5.829408729939201e-93
2612,31.0,40.0,7.2951035480169795,0.0,4.882535133632813e-13
2613,31.0,41.0,11.619524601134575,0.0,6.449171827288455e-30
2614,31.0,42.0,19.563742605787713,0.0,1.8163169493554205e-73
2615,31.0,43.0,20.105924951752545,0.0,2.054919377554614e-75
2616,31.0,44.0,6.8695412569559915,0.0,9.402461340376993e-12
2617,31.0,45.0,-0.26868816116714345,0.788219,0.7882192004151887
2618,31.0,46.0,19.569954044053425,0.0,5.64399364024076e-73
2619,31.0,47.0,12.545466314841597,0.0,4.029073391346974e-34
2620,31.0,48.0,5.004036560294989,1e-06,6.300900122583014e-07
2621,31.0,49.0,-3.0533329547407586,0.002313,0.0023131925088507605
2622,31.0,50.0,14.49865205251575,0.0,5.897189105310332e-44
2623,31.0,51.0,16.163446663881672,0.0,5.56782894648239e-53
2624,31.0,52.0,11.336783846086282,0.0,3.3848152185475107e-28
2625,31.0,53.0,15.268216339443214,0.0,2.579106080081102e-48
2626,31.0,54.0,27.16340512935689,0.0,7.898683493906798e-117
2627,31.0,55.0,18.83514307914255,0.0,3.15931796398844e-68
2628,31.0,56.0,20.9028918445055,0.0,3.1772748122451384e-80
2629,31.0,57.0,21.005160588442852,0.0,2.9113974073373826e-80
2630,31.0,58.0,7.978121150771296,0.0,3.60850487068779e-15
2631,31.0,59.0,20.38095773100717,0.0,4.471667688147424e-78
2632,31.0,60.0,24.604842990983,0.0,1.5643082378037493e-103
2633,31.0,61.0,23.687523817236794,0.0,2.395492496430961e-100
2634,31.0,62.0,22.660891106692826,0.0,8.476952090677884e-91
2635,31.0,63.0,26.09938010116038,0.0,1.4834728644126706e-110
2636,31.0,64.0,30.609912478886613,0.0,1.0177633135482343e-134
2637,31.0,65.0,21.463863313086748,0.0,5.954859527841316e-87
2638,31.0,66.0,29.41129839605806,0.0,1.6331464845335236e-130
2639,31.0,67.0,30.146893299893673,0.0,1.3054382867595453e-132
2640,31.0,68.0,30.666269455007082,0.0,2.2621223309491996e-135
2641,31.0,69.0,18.00269623494691,0.0,1.4919901829642704e-65
2642,31.0,70.0,17.35971851344506,0.0,7.440318809646326e-61
2643,31.0,71.0,13.91221883154118,0.0,3.344594925366336e-41
2644,31.0,72.0,-7.705147571645293,0.0,3.119110299307881e-14
2645,31.0,73.0,4.159418043571665,3.4e-05,3.372660183351134e-05
2646,31.0,74.0,22.88602679018607,0.0,2.1266862674713418e-94
2647,31.0,75.0,-6.3152413814573025,0.0,3.997179894121219e-10
2648,31.0,76.0,7.165935694332624,0.0,1.214938259352536e-12
2649,31.0,77.0,4.360438866982497,1.4e-05,1.3896408534637277e-05
2650,31.0,78.0,28.201719591166324,0.0,1.3694507440364984e-122
2651,31.0,79.0,29.01154939466459,0.0,1.5145904625318842e-127
2652,31.0,80.0,22.239495118167095,0.0,8.542146349921508e-91
2653,31.0,81.0,28.168005206958952,0.0,2.3286708438773845e-122
2654,31.0,82.0,24.72200026361121,0.0,8.554487164344077e-106
2655,31.0,83.0,28.199106970392624,0.0,7.841825948233396e-124
2656,31.0,84.0,27.27982412401104,0.0,1.635163092629514e-117
2657,31.0,85.0,21.226680115991904,0.0,7.25329473822653e-85
2658,31.0,86.0,30.896873708199692,0.0,3.00412524023167e-137
2659,31.0,87.0,31.109790696300205,0.0,3.246329762322392e-140
2660,31.0,88.0,28.6014649289016,0.0,1.0506425645030064e-125
2661,31.0,89.0,21.406263551676794,0.0,8.262165683715236e-86
2662,31.0,90.0,18.65047249872619,0.0,4.716989510296479e-69
2663,31.0,91.0,29.083182638750916,0.0,2.252432636480768e-128
2664,31.0,92.0,28.110219141140703,0.0,8.953579235384819e-124
