,Class i,Class j,Statistic,P-value(rounded),P-value(exp)
1373,14.0,93.0,-11.799598642869487,0.0,3.272320839095654e-30
1374,14.0,94.0,-2.3596916207577174,0.018403,0.018402503331858607
1375,14.0,95.0,-5.4643999651647315,0.0,5.4066061584873986e-08
1376,14.0,96.0,-12.005508553938794,0.0,4.384725238086186e-31
1377,14.0,97.0,0.7738345609223117,0.43913,0.4391297895309171
1378,14.0,98.0,3.3304240489721924,0.000885,0.0008847379600707443
1379,14.0,99.0,-4.060718483373102,5.1e-05,5.107525334411703e-05
1380,15.0,16.0,4.396827595211594,1.2e-05,1.162986966088945e-05
1381,15.0,17.0,2.5251017326504677,0.011647,0.01164700352365194
1382,15.0,18.0,6.168759857882555,0.0,8.778695306815215e-10
1383,15.0,19.0,8.249282167346035,0.0,3.36898642679107e-16
1384,15.0,20.0,3.850790601276257,0.000122,0.00012166797504970204
1385,15.0,21.0,5.680951823535632,0.0,1.5915446376590134e-08
1386,15.0,22.0,6.573958905200384,0.0,6.72765616753024e-11
1387,15.0,23.0,6.3127323267573665,0.0,3.5753625149146546e-10
1388,15.0,24.0,-10.236062349791855,0.0,1.7134993179488583e-23
1389,15.0,25.0,1.6265077597083257,0.104022,0.10402247443388685
1390,15.0,26.0,-10.036203975410004,0.0,8.011563041716236e-23
1391,15.0,27.0,-20.281908734876296,0.0,1.4202858166370957e-80
1392,15.0,28.0,-6.122246083632509,0.0,1.1159311821675103e-09
1393,15.0,29.0,-15.275467386656977,0.0,2.1321358540508235e-49
1394,15.0,30.0,-9.309887326344711,0.0,3.8202874181853907e-20
1395,15.0,31.0,-20.303856427889144,0.0,1.9342198975887933e-79
1396,15.0,32.0,-12.552055814589815,0.0,1.6087854879566787e-34
1397,15.0,33.0,-25.936482146353793,0.0,5.754197254051066e-113
1398,15.0,34.0,-18.069296583854115,0.0,6.368833555588708e-66
1399,15.0,35.0,-10.851176781884883,0.0,1.4765180362419757e-26
1400,15.0,36.0,-16.999986395252368,0.0,1.7839264936681698e-59
1401,15.0,37.0,-12.034819443762492,0.0,4.8476681605526416e-32
1402,15.0,38.0,-3.407746322090651,0.000671,0.0006709410097626278
1403,15.0,39.0,0.5581246142901615,0.576831,0.5768314619642507
1404,15.0,40.0,-10.83258268627189,0.0,1.9735640638237473e-26
1405,15.0,41.0,-7.183173372103847,0.0,9.972378281047674e-13
1406,15.0,42.0,-1.984460943631624,0.047353,0.04735250101580721
1407,15.0,43.0,-2.6879803105628572,0.007258,0.007257625580185715
1408,15.0,44.0,-11.398714765164831,0.0,4.78850901235703e-29
1409,15.0,45.0,-21.764908743349558,0.0,4.794587948969929e-89
1410,15.0,46.0,-2.5405026430787503,0.011152,0.011151970581800378
1411,15.0,47.0,-8.576764798571201,0.0,1.994356525235933e-17
1412,15.0,48.0,-14.675457289688541,0.0,4.229310122730472e-46
1413,15.0,49.0,-11.480824591451446,0.0,6.377583907675594e-29
1414,15.0,50.0,-6.669668041501267,0.0,3.476345185267344e-11
1415,15.0,51.0,-5.649251544462969,0.0,1.8770462649763385e-08
1416,15.0,52.0,-11.768186290064916,0.0,9.27762058152822e-31
1417,15.0,53.0,-5.872672502264217,0.0,5.0590062267171905e-09
1418,15.0,54.0,4.478889159424308,8e-06,8.054436909254308e-06
1419,15.0,55.0,-3.5072595748955453,0.000464,0.00046427244953625463
1420,15.0,56.0,-1.8416882626907978,0.065694,0.06569357688671998
1421,15.0,57.0,-2.16606131151027,0.030447,0.030446899135061427
1422,15.0,58.0,-12.99643551305788,0.0,1.9874010381637498e-36
1423,15.0,59.0,-1.3085680991658162,0.19086,0.19085999915152183
1424,15.0,60.0,2.368798477117023,0.017957,0.017956727728110716
1425,15.0,61.0,2.5336760077047384,0.011368,0.01136766751830775
1426,15.0,62.0,-0.06957881243695872,0.944537,0.9445371331109365
1427,15.0,63.0,3.295364864596618,0.001005,0.0010049062345680248
1428,15.0,64.0,8.039892298144897,0.0,1.89994633324505e-15
1429,15.0,65.0,1.0557870734153045,0.291196,0.29119617972431516
1430,15.0,66.0,7.14125020398815,0.0,1.425814631633775e-12
1431,15.0,67.0,7.586030925967176,0.0,5.926407407469128e-14
1432,15.0,68.0,8.164586100928288,0.0,7.08867425777872e-16
1433,15.0,69.0,-0.5544632039008558,0.579328,0.5793283615679596
1434,15.0,70.0,-2.5365616762999665,0.011279,0.011278884094120766
1435,15.0,71.0,-6.220358278253924,0.0,6.106038219685384e-10
1436,15.0,72.0,-11.415751947514648,0.0,1.902876765110766e-28
1437,15.0,73.0,-10.284189049108353,0.0,5.784714774637229e-24
1438,15.0,74.0,1.2963550518521574,0.195014,0.19501431976661388
1439,15.0,75.0,-12.163231256424842,0.0,7.705566789273747e-32
1440,15.0,76.0,-9.037335339098822,0.0,4.962814513638453e-19
1441,15.0,77.0,-9.319928094145977,0.0,4.628546643516009e-20
1442,15.0,78.0,5.575557702325916,0.0,2.9188515615611938e-08
1443,15.0,79.0,6.553774702526885,0.0,7.68405326384449e-11
1444,15.0,80.0,0.9618581496070872,0.336244,0.3362438832899217
1445,15.0,81.0,5.527948072868232,0.0,3.812008672454274e-08
1446,15.0,82.0,3.069507008531436,0.002176,0.0021759841194426885
1447,15.0,83.0,5.863829700329313,0.0,5.505265332417358e-09
1448,15.0,84.0,4.609379721341607,4e-06,4.371615904446554e-06
1449,15.0,85.0,0.3939011947913244,0.693698,0.6936976280027595
1450,15.0,86.0,8.53149123784946,0.0,3.629443341465341e-17
1451,15.0,87.0,9.072089220784626,0.0,3.580245844522453e-19
1452,15.0,88.0,6.206117200787116,0.0,6.97037808065232e-10
1453,15.0,89.0,0.39309823452663056,0.694291,0.6942906349782544
1454,15.0,90.0,-1.3410501362290927,0.18006,0.18005977810414128
1455,15.0,91.0,6.72099086829621,0.0,2.5435215735265642e-11
1456,15.0,92.0,5.87368037403378,0.0,5.178990287814647e-09
1457,15.0,93.0,-9.801542581807764,0.0,8.44882204010355e-22
1458,15.0,94.0,3.563341439309923,0.000375,0.0003751303350586432
1459,15.0,95.0,0.5721890787214954,0.567261,0.5672608999020274
1460,15.0,96.0,-10.8152963103551,0.0,7.102005651305071e-26
1461,15.0,97.0,6.935127116478207,0.0,6.000337776095349e-12
1462,15.0,98.0,8.833354672087868,0.0,2.856700579457817e-18
1463,15.0,99.0,2.4142137949007827,0.015865,0.015864585113230564
1464,16.0,17.0,-1.84854616377566,0.064682,0.06468219444141297
1465,16.0,18.0,1.7102634289358891,0.087395,0.08739470463546009
1466,16.0,19.0,4.262010580116137,2.1e-05,2.133643517430565e-05
1467,16.0,20.0,-0.3752533705605677,0.707515,0.7075148968793934
1468,16.0,21.0,1.181995368606018,0.237366,0.23736631983970033
1469,16.0,22.0,2.1725587731646283,0.02995,0.02995007730935519
1470,16.0,23.0,1.8979850193807473,0.057864,0.05786357950479648
1471,16.0,24.0,-11.28730826683038,0.0,6.579027478930903e-28
1472,16.0,25.0,-3.3832410838719404,0.000731,0.0007312020462567938
1473,16.0,26.0,-12.478871018107037,0.0,1.7230865265145814e-33
1474,16.0,27.0,-24.190939818528697,0.0,7.157290094468231e-106
1475,16.0,28.0,-11.448895591079626,0.0,2.4824344008629348e-29
1476,16.0,29.0,-19.808977326671446,0.0,3.892588110876135e-77
1477,16.0,30.0,-15.224770569776755,0.0,9.017694964181457e-49
1478,16.0,31.0,-25.92695654395789,0.0,1.4285383292426163e-113
1479,16.0,32.0,-16.419643198934295,0.0,2.5129960054636698e-55
1480,16.0,33.0,-28.106435608178234,0.0,3.603280706976389e-125
1481,16.0,34.0,-21.728001678966542,0.0,7.319337940707781e-89
1482,16.0,35.0,-15.031207493580302,0.0,1.8657879731111867e-47
1483,16.0,36.0,-21.612631743287903,0.0,2.2058742508677606e-88
1484,16.0,37.0,-16.355020956764857,0.0,4.155943691579269e-55
1485,16.0,38.0,-8.37801325460422,0.0,1.2956060597098862e-16
1486,16.0,39.0,-4.618688472717432,4e-06,4.133665275701587e-06
1487,16.0,40.0,-15.089494416121209,0.0,1.3929248970190055e-47
1488,16.0,41.0,-11.507891078602928,0.0,1.9887124459580323e-29
1489,16.0,42.0,-7.057221634724487,0.0,2.4348556526020936e-12
1490,16.0,43.0,-8.429468889173036,0.0,7.060839653353051e-17
1491,16.0,44.0,-15.734695201304957,0.0,1.635339285912029e-51
1492,16.0,45.0,-28.067004342509406,0.0,6.557742848631784e-127
1493,16.0,46.0,-7.923842327009993,0.0,4.002659401343969e-15
1494,16.0,47.0,-13.96001208947239,0.0,5.3080841586429477e-42
1495,16.0,48.0,-19.746260498801284,0.0,2.794948451046226e-77
1496,16.0,49.0,-13.055931660604793,0.0,3.104317488771779e-36
1497,16.0,50.0,-11.94334588716699,0.0,2.0950713253160107e-31
1498,16.0,51.0,-11.153287605454256,0.0,7.281210373874295e-28
1499,16.0,52.0,-18.429514364861774,0.0,1.9137635397839112e-68
1500,16.0,53.0,-11.076152692712704,0.0,1.40223681277718e-27
1501,16.0,54.0,-0.34739360795069435,0.728337,0.7283374236736309
1502,16.0,55.0,-9.093552503903297,0.0,2.6425134797060443e-19
1503,16.0,56.0,-7.4724256280157535,0.0,1.2287539233945053e-13
1504,16.0,57.0,-8.057536935679101,0.0,1.3959044856966494e-15
1505,16.0,58.0,-18.579924988040304,0.0,8.853001464604116e-67
1506,16.0,59.0,-6.3822199268253135,0.0,2.3076127583682567e-10
1507,16.0,60.0,-2.5520078405516036,0.010791,0.010791350161634725
1508,16.0,61.0,-1.9388835846402552,0.052665,0.052664828836333964
1509,16.0,62.0,-5.503037676497619,0.0,4.264890816879934e-08
1510,16.0,63.0,-1.7521266458288665,0.079926,0.07992577378015171
1511,16.0,64.0,3.8526525395276856,0.000121,0.00012147763729914532
1512,16.0,65.0,-3.287717978401136,0.001029,0.0010292590944997368
1513,16.0,66.0,2.8862949632315535,0.003946,0.003946383403193229
1514,16.0,67.0,3.31675702529173,0.000931,0.0009307779534991457
1515,16.0,68.0,4.02122134326986,6.1e-05,6.058091352750276e-05
1516,16.0,69.0,-4.396814714908005,1.2e-05,1.1712129744777677e-05
1517,16.0,70.0,-6.9790814201665405,0.0,4.396011329986366e-12
1518,16.0,71.0,-11.009711105136402,0.0,3.0768241477948343e-27
1519,16.0,72.0,-12.060092343661637,0.0,2.4893567704395224e-31
1520,16.0,73.0,-13.320188579700242,0.0,7.084970322660842e-38
1521,16.0,74.0,-3.4760992679152323,0.00052,0.0005202706675617302
1522,16.0,75.0,-13.213901890165278,0.0,8.786472993658178e-37
1523,16.0,76.0,-12.558929651000026,0.0,3.991782449129704e-34
1524,16.0,77.0,-12.116353171329001,0.0,6.370701391975024e-32
1525,16.0,78.0,0.9406426552198555,0.34702,0.3470204640071558
1526,16.0,79.0,2.1386667025264923,0.032604,0.03260388458949309
1527,16.0,80.0,-3.7191521920434196,0.000206,0.0002058004921207267
1528,16.0,81.0,0.8801747292087504,0.378888,0.37888780628648366
1529,16.0,82.0,-1.531681621325325,0.125768,0.12576839257509106
1530,16.0,83.0,1.3814810910353716,0.167306,0.1673060143417607
1531,16.0,84.0,-0.1917312795381382,0.847975,0.847974979853921
1532,16.0,85.0,-4.167317252903652,3.2e-05,3.2260063100081725e-05
1533,16.0,86.0,4.496375079749592,7e-06,7.399678183061262e-06
1534,16.0,87.0,5.223417405649158,0.0,1.9729878977126283e-07
1535,16.0,88.0,1.7561720216171923,0.079235,0.07923515294730435
1536,16.0,89.0,-4.238270569645597,2.4e-05,2.363722104639814e-05
1537,16.0,90.0,-5.730165254015878,0.0,1.1782679907561019e-08
1538,16.0,91.0,2.3660395733087,0.018089,0.01808937188487975
1539,16.0,92.0,1.4279898324459102,0.15347,0.15346983727226834
1540,16.0,93.0,-11.28815145232327,0.0,5.832530052010967e-28
1541,16.0,94.0,-0.6365958043360561,0.524466,0.5244663672970497
1542,16.0,95.0,-3.706822836034558,0.000216,0.00021645969341392216
1543,16.0,96.0,-11.705999126691838,0.0,9.671174057875658e-30
1544,16.0,97.0,2.6139770373617774,0.009028,0.009028096948082622
1545,16.0,98.0,4.89789628388327,1e-06,1.0628542483881877e-06
1546,16.0,99.0,-2.124839046377816,0.03373,0.033729705133730095
1547,17.0,18.0,3.5747345676611815,0.000361,0.0003607582103801462
1548,17.0,19.0,5.866392262680285,0.0,5.37462855159027e-09
1549,17.0,20.0,1.3925095714014368,0.163931,0.1639305523092385
1550,17.0,21.0,3.0717439895908587,0.002162,0.0021623843757792942
1551,17.0,22.0,4.003738259565563,6.5e-05,6.519477326576694e-05
1552,17.0,23.0,3.7388248160584316,0.000191,0.0001912474430467367
1553,17.0,24.0,-10.87059515714468,0.0,4.0083027520793197e-26
1554,17.0,25.0,-1.2059179390194328,0.228006,0.22800585487848435
1555,17.0,26.0,-11.477905977526875,0.0,6.087964263971469e-29
1556,17.0,27.0,-22.506063116784258,0.0,3.243375148665842e-95
1557,17.0,28.0,-9.09082821572561,0.0,2.423515187172319e-19
1558,17.0,29.0,-17.833227754908176,0.0,8.570717232905369e-65
1559,17.0,30.0,-12.557429019596357,0.0,1.3687525639389627e-34
1560,17.0,31.0,-23.4052267562392,0.0,5.149971975607685e-99
1561,17.0,32.0,-14.76752397651974,0.0,4.205091167752275e-46
1562,17.0,33.0,-27.204665617210363,0.0,2.357026656324312e-120
1563,17.0,34.0,-20.163852976495242,0.0,4.008942539328457e-79
1564,17.0,35.0,-13.234112496544121,0.0,5.997737117329289e-38
1565,17.0,36.0,-19.595800812222976,0.0,1.0100578648820811e-75
1566,17.0,37.0,-14.488169975716271,0.0,1.1432131163090057e-44
1567,17.0,38.0,-6.20764775830774,0.0,6.899850245017445e-10
1568,17.0,39.0,-2.3503282767559486,0.018865,0.018864659210237996
1569,17.0,40.0,-13.25551350248667,0.0,5.950328041562408e-38
1570,17.0,41.0,-9.649277726599477,0.0,1.80000158128194e-21
1571,17.0,42.0,-4.837383991263148,1e-06,1.4253338105469001e-06
1572,17.0,43.0,-5.855260477796439,0.0,5.659458255657282e-09
1573,17.0,44.0,-13.861457842524642,0.0,2.797601111304138e-41
1574,17.0,45.0,-25.197852444550385,0.0,7.109084106719833e-111
1575,17.0,46.0,-5.540857654039879,0.0,3.444359737674317e-08
1576,17.0,47.0,-11.569911014791591,0.0,6.29361738248771e-30
1577,17.0,48.0,-17.506946353505057,0.0,4.6445067649548187e-63
1578,17.0,49.0,-12.422821535998285,0.0,3.123568144852801e-33
1579,17.0,50.0,-9.611860061253788,0.0,2.7039587781272477e-21
1580,17.0,51.0,-8.70350405678488,0.0,7.452537944086561e-18
1581,17.0,52.0,-15.364865120538353,0.0,8.476116021895881e-50
1582,17.0,53.0,-8.781866045456274,0.0,3.627315493325926e-18
1583,17.0,54.0,1.7207643256486895,0.085482,0.08548208423650033
1584,17.0,55.0,-6.602132643411142,0.0,5.368624081971862e-11
1585,17.0,56.0,-4.958251758427722,1e-06,7.794406437160749e-07
1586,17.0,57.0,-5.401691265934419,0.0,7.50086684423756e-08
1587,17.0,58.0,-16.083190226572327,0.0,8.11580140932853e-53
1588,17.0,59.0,-4.163454649903199,3.3e-05,3.29770912417074e-05
1589,17.0,60.0,-0.42397085012494024,0.671638,0.671638236921821
1590,17.0,61.0,-0.04106897590612596,0.967245,0.9672451816960586
1591,17.0,62.0,-3.096659737755113,0.001988,0.0019879053622278457
1592,17.0,63.0,0.4390864760323259,0.660656,0.6606559670433005
1593,17.0,64.0,5.556096594646063,0.0,3.266756765323522e-08
1594,17.0,65.0,-1.4468162732472218,0.148111,0.14811133666448925
1595,17.0,66.0,4.637346219376626,4e-06,3.8121354384282466e-06
1596,17.0,67.0,5.0682035187697325,0.0,4.5112737454974137e-07
1597,17.0,68.0,5.7011280377063205,0.0,1.4320529848983765e-08
1598,17.0,69.0,-2.790391296161878,0.005322,0.005321589188955094
1599,17.0,70.0,-5.075765119682731,0.0,4.284179563266193e-07
1600,17.0,71.0,-8.924554803816301,0.0,1.0911401884687938e-18
1601,17.0,72.0,-11.80661152846287,0.0,3.4818250343410954e-30
1602,17.0,73.0,-12.055970922498837,0.0,8.292849584038419e-32
1603,17.0,74.0,-1.4206323377933139,0.155587,0.15558749371374134
1604,17.0,75.0,-12.796440102188452,0.0,8.564927277336155e-35
1605,17.0,76.0,-11.075970246930307,0.0,2.3968604226833315e-27
1606,17.0,77.0,-10.961216524598214,0.0,9.179701388998244e-27
1607,17.0,78.0,2.9010522206442757,0.00377,0.003769860518029563
1608,17.0,79.0,3.9769838447661545,7.3e-05,7.291042415429967e-05
1609,17.0,80.0,-1.7090176851697645,0.08761,0.08760987882998225
1610,17.0,81.0,2.8476427615507474,0.004461,0.004460575865747232
1611,17.0,82.0,0.428209897084276,0.668548,0.6685475054460661
1612,17.0,83.0,3.261085825926695,0.001132,0.0011323228550843328
1613,17.0,84.0,1.8624023012862814,0.062725,0.06272524956700581
1614,17.0,85.0,-2.2153680863454404,0.026852,0.02685218704379143
1615,17.0,86.0,6.117366440387121,0.0,1.2084790743827705e-09
1616,17.0,87.0,6.74640604211228,0.0,2.1172671968652486e-11
1617,17.0,88.0,3.6159231176363917,0.000308,0.00030837917606505155
1618,17.0,89.0,-2.2510461299500273,0.024495,0.0244954413642241
1619,17.0,90.0,-3.85716792584848,0.000119,0.00011855318312891722
1620,17.0,91.0,4.172169596337501,3.2e-05,3.177398882694605e-05
1621,17.0,92.0,3.28892973297465,0.001026,0.0010263925420393712
1622,17.0,93.0,-10.693387371459586,0.0,2.00232900072054e-25
1623,17.0,94.0,1.120274196259384,0.262737,0.26273668198575534
1624,17.0,95.0,-1.895440712750606,0.058189,0.05818876564393967
1625,17.0,96.0,-11.353926557825009,0.0,3.441286804977446e-28
1626,17.0,97.0,4.400551639604154,1.2e-05,1.1511245486083554e-05
1627,17.0,98.0,6.465914261499784,0.0,1.3463274877081845e-10
1628,17.0,99.0,-0.19299870416555542,0.84698,0.8469804809256005
1629,18.0,19.0,2.9797679820484966,0.002922,0.0029222764145784112
1630,18.0,20.0,-1.9811663148376026,0.047739,0.047738880403838745
1631,18.0,21.0,-0.5738508601875217,0.56614,0.5661398625344883
1632,18.0,22.0,0.5202858873843155,0.602927,0.602927322747796
1633,18.0,23.0,0.225801511891175,0.821381,0.8213812288131683
1634,18.0,24.0,-11.617952066181065,0.0,2.3816987368104147e-29
1635,18.0,25.0,-5.59528220545372,0.0,2.5483060500011192e-08
1636,18.0,26.0,-13.335257374215647,0.0,1.6916486488108564e-37
1637,18.0,27.0,-25.802696498509967,0.0,4.955314904706425e-115
1638,18.0,28.0,-13.899699742073098,0.0,1.907782770022043e-41
1639,18.0,29.0,-21.753522730390486,0.0,7.7238850009961e-89
1640,18.0,30.0,-18.11733047274478,0.0,2.731167731143217e-65
1641,18.0,31.0,-28.571443592463865,0.0,1.5670962268492157e-125
1642,18.0,32.0,-17.973805868661227,0.0,4.812495238758341e-64
1643,18.0,33.0,-28.902330033240645,0.0,6.602383588912338e-129
1644,18.0,34.0,-23.198388501643098,0.0,2.0981762610269918e-97
1645,18.0,35.0,-16.74975885285977,0.0,7.748365026168019e-57
1646,18.0,36.0,-23.610184567175448,0.0,5.821320091850243e-100
1647,18.0,37.0,-18.160490426900964,0.0,2.5366710348450185e-65
1648,18.0,38.0,-10.565759789489583,0.0,5.749883427680065e-25
1649,18.0,39.0,-6.969539529140449,0.0,4.548640842172189e-12
1650,18.0,40.0,-16.85222912710793,0.0,4.4340618138105533e-57
1651,18.0,41.0,-13.290217571580117,0.0,7.295845455907301e-38
1652,18.0,42.0,-9.319622870630308,0.0,3.9515386132445315e-20
1653,18.0,43.0,-11.24626801766862,0.0,2.582747718290034e-28
1654,18.0,44.0,-17.546363262428766,0.0,1.2235520041946817e-61
1655,18.0,45.0,-31.183293823980094,0.0,2.546457349383177e-139
1656,18.0,46.0,-10.431893949942857,0.0,1.0837390022542391e-24
1657,18.0,47.0,-16.448567086022702,0.0,7.595219099390535e-56
1658,18.0,48.0,-22.0228814223851,0.0,2.3108990971790388e-91
1659,18.0,49.0,-13.574591718838368,0.0,9.882700917174486e-39
1660,18.0,50.0,-14.353993735111997,0.0,3.463735958489002e-43
1661,18.0,51.0,-13.742246858748986,0.0,2.709464135244715e-40
1662,18.0,52.0,-21.92016986998306,0.0,3.5607069764398813e-90
1663,18.0,53.0,-13.435787675027862,0.0,7.147320225470698e-39
1664,18.0,54.0,-2.3939304782956197,0.016768,0.016768404886808322
1665,18.0,55.0,-11.764305266377491,0.0,1.3950680047511124e-30
1666,18.0,56.0,-10.201012239857262,0.0,9.907940528435881e-24
1667,18.0,57.0,-11.02467383358055,0.0,2.242286483233252e-27
1668,18.0,58.0,-21.20556907617031,0.0,2.1226452554471095e-80
1669,18.0,59.0,-8.645306748624792,0.0,1.5724465533181977e-17
1670,18.0,60.0,-4.689032201020636,3e-06,2.960028977403169e-06
1671,18.0,61.0,-3.7327769685585253,0.000196,0.00019568114061627748
1672,18.0,62.0,-8.075381940062785,0.0,1.246114465881791e-15
1673,18.0,63.0,-3.9995731697207386,6.6e-05,6.597850840657088e-05
1674,18.0,64.0,2.4366414365386575,0.014921,0.014921150300813068
1675,18.0,65.0,-5.013283930821999,1e-06,5.955067091156983e-07
1676,18.0,66.0,1.3651738857832854,0.172366,0.17236566076883295
1677,18.0,67.0,1.8124115021929361,0.070089,0.07008864863415391
1678,18.0,68.0,2.643098626715297,0.008287,0.008286591212049147
1679,18.0,69.0,-5.842651269590444,0.0,6.415328318092499e-09
1680,18.0,70.0,-8.802745728126565,0.0,4.16838780694219e-18
1681,18.0,71.0,-13.080470219245946,0.0,6.109471160627431e-37
1682,18.0,72.0,-12.257700255522511,0.0,3.128891878419306e-32
1683,18.0,73.0,-14.442091716350717,0.0,1.950706064859075e-43
1684,18.0,74.0,-5.5004032687698245,0.0,4.3627757297884015e-08
1685,18.0,75.0,-13.547034618929967,0.0,2.2072331260010366e-38
1686,18.0,76.0,-13.910239267655735,0.0,1.280264083578885e-40
1687,18.0,77.0,-13.12281889983789,0.0,1.3072439072822235e-36
1688,18.0,78.0,-0.9267328235469674,0.354187,0.35418703945805774
1689,18.0,79.0,0.4753069867096425,0.634625,0.6346248016336532
1690,18.0,80.0,-5.677862374111581,0.0,1.6077790471622277e-08
1691,18.0,81.0,-0.9989217852659755,0.317964,0.31796365708266117
1692,18.0,82.0,-3.4116122173628876,0.00066,0.0006604877186073222
1693,18.0,83.0,-0.3564991785014692,0.721508,0.7215078957851284
1694,18.0,84.0,-2.2151746273659865,0.02687,0.026870010501336493
1695,18.0,85.0,-6.045792447898273,0.0,1.8493914704148053e-09
1696,18.0,86.0,3.2149695781493617,0.001328,0.0013275579704702639
1697,18.0,87.0,4.090105745054516,4.5e-05,4.498816521662937e-05
1698,18.0,88.0,0.05368841324267811,0.957189,0.9571892783231744
1699,18.0,89.0,-6.165765943646024,0.0,8.844643821510521e-10
1700,18.0,90.0,-7.509829579051421,0.0,1.0095662688404958e-13
1701,18.0,91.0,0.7541528455589261,0.450854,0.45085422156683364
1702,18.0,92.0,-0.2818009249202531,0.778128,0.7781280613686479
1703,18.0,93.0,-11.770125823482783,0.0,4.553332839761736e-30
1704,18.0,94.0,-2.231358065230427,0.025792,0.025792062162417237
1705,18.0,95.0,-5.396775522395015,0.0,7.88702288590577e-08
1706,18.0,96.0,-11.983542837523162,0.0,5.579001136682247e-31
1707,18.0,97.0,1.0362474421438534,0.300224,0.3002244853484417
1708,18.0,98.0,3.69882302503816,0.000223,0.00022303505648813403
1709,18.0,99.0,-3.9672288571062144,7.6e-05,7.573931294927287e-05
1710,19.0,20.0,-4.318732183948999,1.7e-05,1.6625974730100647e-05
1711,19.0,21.0,-3.474620190120304,0.000524,0.0005235853223456105
1712,19.0,22.0,-2.5042444674650475,0.012358,0.012357776420479265
1713,19.0,23.0,-2.7405285929839227,0.006194,0.00619410588631435
1714,19.0,24.0,-12.04888100876724,0.0,2.6391284928560117e-31
1715,19.0,25.0,-8.216062571206383,0.0,4.0108797410034934e-16
1716,19.0,26.0,-14.27741749228566,0.0,2.7789553448685017e-42
1717,19.0,27.0,-27.049440435946384,0.0,7.845474002932022e-124
1718,19.0,28.0,-16.01596235151331,0.0,1.6913390252768878e-53
1719,19.0,29.0,-23.266199181584486,0.0,2.4746250375423917e-99
1720,19.0,30.0,-20.27984432518905,0.0,2.79863703291685e-79
1721,19.0,31.0,-30.252568531718033,0.0,3.316398377765355e-136
1722,19.0,32.0,-19.34755156445401,0.0,1.0893067492187138e-72
1723,19.0,33.0,-29.631165202692706,0.0,1.3849657014033536e-133
1724,19.0,34.0,-24.41111008983946,0.0,9.204675901792857e-106
1725,19.0,35.0,-18.264555441592876,0.0,4.3247511504829813e-66
1726,19.0,36.0,-25.10577552276081,0.0,2.6415834548979156e-110
1727,19.0,37.0,-19.68922153059558,0.0,4.667859766512509e-75
1728,19.0,38.0,-12.695542202284956,0.0,1.1532042320288322e-34
1729,19.0,39.0,-9.564578096007931,0.0,3.824337397452583e-21
1730,19.0,40.0,-18.392792170299575,0.0,2.1164988802066467e-66
1731,19.0,41.0,-14.969281446956813,0.0,7.775174401892058e-47
1732,19.0,42.0,-11.602977415111019,0.0,6.796444044386563e-30
1733,19.0,43.0,-13.8094873453516,0.0,4.097512321570215e-41
1734,19.0,44.0,-19.09715268960768,0.0,2.2758245336858282e-71
1735,19.0,45.0,-32.990419322079205,0.0,2.0385790064230737e-150
1736,19.0,46.0,-12.826087624835688,0.0,6.44441970314777e-36
1737,19.0,47.0,-18.457797638424775,0.0,1.7593137848275714e-68
1738,19.0,48.0,-23.70634434262635,0.0,2.6732796020418383e-103
1739,19.0,49.0,-14.196288407093814,0.0,6.599974870638113e-42
1740,19.0,50.0,-16.41861819415632,0.0,9.599454973390734e-55
1741,19.0,51.0,-15.960286924736465,0.0,1.2201953550859814e-52
1742,19.0,52.0,-24.20485898421532,0.0,2.8883991624935845e-106
1743,19.0,53.0,-15.516322322499594,0.0,2.3124159979889486e-50
1744,19.0,54.0,-5.355651197565312,0.0,9.593271118982179e-08
1745,19.0,55.0,-14.176075362116185,0.0,7.909876369155432e-43
1746,19.0,56.0,-12.791594031679777,0.0,8.7901891912325e-36
1747,19.0,57.0,-13.722390902919438,0.0,8.627222291592347e-41
1748,19.0,58.0,-23.096223502174308,0.0,4.993540990258463e-92
1749,19.0,59.0,-10.98632750182181,0.0,6.628162642305034e-27
1750,19.0,60.0,-7.350137717594573,0.0,3.034094093384182e-13
1751,19.0,61.0,-6.0933750692721524,0.0,1.3664985070178594e-09
1752,19.0,62.0,-10.754541363314106,0.0,3.675173176144555e-26
1753,19.0,63.0,-6.918773709011682,0.0,6.2724177477650246e-12
1754,19.0,64.0,-0.7964539977903204,0.425874,0.4258738643111374
1755,19.0,65.0,-7.146857002117653,0.0,1.350498166250521e-12
1756,19.0,66.0,-1.638329356926885,0.101524,0.1015242851859745
1757,19.0,67.0,-1.368991600417873,0.171172,0.1711723385128298
1758,19.0,68.0,-0.5674879732878513,0.570454,0.5704537681908962
1759,19.0,69.0,-7.59765528333232,0.0,5.5601019713722495e-14
1760,19.0,70.0,-10.741024377327445,0.0,7.554276621978541e-26
1761,19.0,71.0,-14.977302641746308,0.0,4.1125451668393633e-47
1762,19.0,72.0,-12.52691208489325,0.0,1.718864612269149e-33
1763,19.0,73.0,-15.586362860599191,0.0,1.1453125909421814e-49
1764,19.0,74.0,-7.922151216330492,0.0,4.161095859618851e-15
1765,19.0,75.0,-13.97253646607965,0.0,1.6168089254934624e-40
1766,19.0,76.0,-15.246382994463366,0.0,9.635585003101114e-48
1767,19.0,77.0,-14.199127114910858,0.0,4.345513190523287e-42
1768,19.0,78.0,-3.9531114157743987,8e-05,8.00650797949749e-05
1769,19.0,79.0,-2.5608639332789096,0.010521,0.010520655066400037
