,Time
0,17694.85799013637
1,16398.904990637675
2,15298.08301711455
3,12466.657994082198
4,12139.346014009789
5,11878.016986884177
6,11884.131003171206
7,12186.069012386724
8,11926.47501011379
9,11852.484021801502
10,11914.327013073489
11,11799.100990174338
12,11960.217991145328
13,11825.76798601076
14,12130.653980420902
15,12218.118004966527
16,12016.603985102847
17,13819.489016896114
18,13165.183016099036
19,12453.336006728932
20,12187.571002868935
21,12320.81899070181
22,12221.729004522786
23,12095.715006580576
24,12364.080990664661
25,12020.144000416622
26,12210.185988806188
27,12075.765989720821
28,11782.084999140352
29,11690.33398036845
30,11695.76498796232
31,11684.702010825276
32,11822.31298298575
33,11881.354002980515
34,11614.030023338273
35,11626.201012404636
36,11847.913992824033
37,11728.654004400596
38,11684.799013892189
39,12920.440989546478
40,14029.732992639765
41,12989.396986085922
42,12329.805991612375
43,11869.790003402159
44,11668.961000395939
45,12082.88999623619
46,12356.62997351028
47,12818.98099114187
48,12106.687994673848
49,23048.058996209875
50,12345.146998995915
51,12421.863997587934
52,12008.27700085938
53,11706.6620150581
54,11988.268001005054
55,11730.24799209088
56,11856.461991555989
57,12077.81900302507
58,12029.900011839345
59,11800.419975770637
60,11926.162987947464
61,11898.753989953548
62,11848.762020235881
63,11807.65699245967
64,11862.304003443569
65,12458.053010050207
66,12026.37201640755
67,11783.366004237905
68,11897.465999936685
69,11700.90600498952
70,11757.434986066073
71,11918.827018234879
72,11778.406013036147
73,11768.371012294665
74,12197.60999083519
75,11809.861025540158
76,11703.85698787868
77,11659.53601594083
78,11695.220018737018
79,11706.906981999055
80,12800.555006833747
81,13222.545007010922
82,12975.371995707974
83,12586.71100367792
84,16478.09101268649
85,14975.84200114943
86,13705.177989322692
87,12046.096002450213
88,12140.706006903201
89,12937.245017383248
90,12918.772990815341
91,12033.62998785451
92,11738.717003026977
93,11720.217997208238
94,12555.464985780418
95,12735.113996313885
96,12756.731972331181
97,12251.202017068863
98,13909.355009673163
99,13551.47801223211
100,12274.620006792247
101,12620.241002878174
102,12050.67298724316
103,12017.63201970607
104,12863.231007941067
105,12558.854999952018
106,11976.775014773011
107,11939.27600979805
108,13467.20798755996
109,12013.365019811317
110,11815.787991508842
111,12770.02997812815
112,12267.319019883871
113,11822.71697325632
114,11965.216021053493
115,11992.60400608182
116,11710.27499367483
117,11984.490003669634
118,13720.953022129834
119,12997.164012631401
120,12040.448986226693
121,15144.95100127533
122,19626.99700379744
123,12138.621008489281
124,12993.172014830634
125,12488.343985751271
126,12439.040991012007
127,12097.39499608986
128,12154.174997704104
129,12371.711985906586
130,11857.903999043629
131,11757.613014196977
132,11797.593993833289
133,11776.800994994119
134,11840.191000374034
135,12381.220003589988
136,12546.342011773959
137,12695.739016635343
138,12190.55597903207
139,12005.54400566034
140,11918.734002392739
141,11948.186991503462
142,12220.121978316456
143,12218.293006299064
144,11845.448985695839
145,11925.947008421645
146,11877.201002789661
147,11794.632009696215
148,11940.859985770658
149,11863.78300189972
150,11920.549004571512
151,11922.561010578647
152,11930.155014852062
153,11750.424979254603
154,13523.583998903632
155,13747.825025347993
156,13256.748992716894
157,12368.166004307568
158,12322.218011831865
159,12710.201001027599
160,12238.241004524752
161,12009.623984340578
162,12131.883995607495
163,12446.081993402913
164,12088.206014595926
165,12229.275016579777
166,12158.274999819696
167,12345.372990239412
168,11934.867972740903
169,12278.832000447437
170,23564.884992083535
171,12441.437022062019
172,12427.240988472477
173,12557.462992845103
174,12114.961980842054
175,12953.366996953264
176,12313.868006458506
177,12327.757984166965
178,14039.164991118014
179,12077.021005097777
180,11983.322008745745
181,12014.34200629592
182,11884.981009643525
183,11918.64800057374
184,11907.785024959594
185,12112.589000025764
186,11820.288986200467
187,11790.766002377495
188,11817.212973255664
189,11763.117974624038
190,12276.599009055644
191,11929.51700068079
192,11750.076024327427
193,11699.299997417256
194,11845.117987832054
195,11782.863992266357
196,11633.153015282005
197,11848.405993077904
198,11814.89901500754
199,11670.378007693216
200,11719.011003151536
201,11813.393997726962
202,11829.730996396393
203,11836.645018775016
204,12846.867000916973
205,13437.14102404192
206,12251.895997906104
207,12532.081018434837
208,12083.403998985887
