,Time
0,16902.689007110894
1,15047.534980112687
2,14694.020006572828
3,12461.514997994527
4,12175.38199853152
5,11935.511021874845
6,11890.082998434082
7,12226.462975377217
8,11913.372989511117
9,12020.188994938508
10,11986.030993284658
11,11789.202020736411
12,11817.71999108605
13,12192.84298713319
14,11873.864015797153
15,11972.372012678534
16,11803.722998593003
17,11818.725994089618
18,12521.620985353366
19,12147.834990173578
20,11893.484013853595
21,11851.237009977922
22,12154.091993579641
23,11805.181013187394
24,11928.462015930563
25,11797.750019468367
26,11690.280021866783
27,11788.465024437755
28,11821.969994343817
29,12295.730994082987
30,12648.987991269678
31,12552.249012514949
32,12098.2589724008
33,12182.827020296827
34,13417.604001006112
35,13529.81198579073
36,13512.448000255972
37,12744.044011924416
38,12404.365988913924
39,12580.167996929958
40,12703.907996183261
41,12067.322008078918
42,12319.161993218586
43,12265.756988199428
44,12118.243001168594
45,12203.139980556443
46,12230.302003445104
47,12393.591983709484
48,23122.044978663325
49,13640.034012496471
50,12205.865990836173
51,12319.878005655482
52,12192.455993499607
53,12280.937022296712
54,12115.306017221883
55,12096.27601201646
56,12259.208015166223
57,12171.98499944061
58,12544.744007755071
59,12179.30400162004
60,11969.418002991006
61,11946.273996727541
62,11834.736011223868
63,13596.41898307018
64,16318.131994921714
65,16245.18699827604
66,15322.3609959241
67,15453.464991878718
68,14819.276984781027
69,14856.346999295056
70,14966.852002544329
71,13988.110003992915
72,14002.626005094498
73,15080.529992701486
74,16225.053987000138
75,19002.227985765785
76,16776.572010712698
77,16437.17600381933
78,14442.595012951642
79,12716.653989627957
80,13902.04401104711
81,19830.024015391245
82,13346.512016141787
83,12358.384992694482
84,12239.461997523904
85,12203.804013552144
86,12062.68699024804
87,11880.140024004504
88,12124.359025619924
89,11874.649993842468
90,11928.065010579303
91,11836.730991490185
92,11695.38899557665
93,11825.137014966458
94,11701.920011546463
95,11679.710005410016
96,11731.851001968607
97,11930.107983062044
98,12195.948016596958
99,11739.646026398987
100,11786.774994106963
101,11741.832015104592
102,11851.469986140728
103,12337.463995208964
104,11730.46900657937
105,12010.776001261547
106,11785.2549883537
107,11676.606023684144
108,13198.536995332688
109,13309.642992680892
110,12450.70100412704
111,12025.077012367547
112,14868.504018522799
113,12367.385003017262
114,12131.303985370323
115,11861.358012538403
116,11818.853003205732
117,11700.157017912716
118,11718.282999936491
119,11664.88800663501
120,12174.54398283735
121,12009.89299104549
122,11973.649001447484
123,11810.451978817582
124,12111.474003177136
125,11932.146997423843
126,12256.854010047391
127,11990.764003712684
128,11739.927984308451
129,11724.33199826628
130,12147.564004408196
131,11923.498997930437
132,11717.593006324023
133,11768.377997213975
134,11727.859993698075
135,11945.303995162249
136,11779.734981246293
137,11722.181981895119
