,Time
0,40016.110986471176
1,13581.577019067481
2,12355.69201526232
3,12320.000008912757
4,12274.04599194415
5,12437.750992830843
6,12220.960983540863
7,11874.855001224205
8,12065.835995599627
9,11851.887014927343
10,12060.445005772635
11,16628.91698651947
12,11853.49197476171
13,11884.77801042609
14,11768.05401337333
15,11655.3450061474
16,11733.429011655971
17,11770.387995056808
18,11808.808980276808
19,11710.670019965619
20,11626.955005340278
21,11725.94100353308
22,11627.697997028008
23,11674.753011902794
24,11760.958994273096
25,11780.805012676865
26,11786.718008806929
27,11681.788979331031
28,11679.021990858018
29,11881.498008733615
30,23546.532000182196
31,12656.684004468843
32,11926.690000109375
33,11756.933992728591
34,11847.036017570645
35,11695.724009769037
36,11792.155011789873
37,12095.472018700093
38,11811.451986432076
39,11767.985008191317
40,12043.508002534509
41,11824.956018244848
42,12096.716003725305
43,11773.26898323372
44,11732.197017408907
45,11536.876991158351
46,11627.28198687546
47,11947.127000894397
48,11568.38599126786
49,11816.229991381988
50,11572.668998269364
51,11792.12098941207
52,11674.376000883058
53,11633.4930062294
54,11633.458983851597
55,11669.46699959226
56,11639.719014056027
57,11775.863997172564
58,11797.00598004274
59,11819.923005532473
60,11806.061986135319
61,11835.708981379867
62,11762.186011765152
63,14007.819001562893
64,12464.088998967782
65,11944.362020585686
66,11801.358021330088
67,11820.226995041594
68,11833.6140003521
69,11666.175996651873
70,11762.13298458606
71,12007.159006316215
72,11698.8210065756
73,11875.752010382712
74,11781.956010963768
75,11702.899006195366
76,11826.600995846093
77,11699.924012646079
78,11713.900021277368
79,12440.405000234023
80,17195.174004882574
81,13893.478986574337
82,13155.539985746145
83,12780.407996615395
84,19064.981024712324
85,13814.878999255598
86,12085.527996532619
87,13414.434011792764
88,12285.364005947486
89,12118.190992623568
90,12240.289011970162
91,12322.516995482147
92,11876.848002430052
93,11727.595992852002
94,11672.073975205421
95,12328.408018220216
96,12089.073017705232
97,11642.286990536377
98,11747.070995625108
99,11706.163000781089
100,12001.1160033755
101,11845.603992696851
102,11703.340976964682
103,12243.845994817093
104,11933.133995626122
105,11639.235017355531
106,12019.495014101267
107,11830.408009700477
108,12643.383000977337
109,11872.706993017346
110,11965.477984631434
111,11991.395003860816
112,11966.919002588838
113,11818.141007097438
114,11736.360000213608
115,11690.886982250959
116,11717.68899075687
117,11935.711023397744
118,11831.257987068966
119,11722.750001354143
120,11807.867995230481
121,12063.706992194057
122,12172.915012342855
123,12090.32698534429
124,11655.415990389884
125,12029.870005790144
126,11901.530000614002
127,11804.156994912773
128,12113.005999708548
129,11856.82398499921
130,11646.40102069825
131,11620.548990322277
132,11963.763972744346
133,11722.505994839594
134,12127.637979574502
135,11728.470009984449
136,11700.538016157225
137,11850.74300155975
138,11721.895018126816
139,11697.69701664336
140,11828.073998913169
141,11716.300999978557
142,11776.163999456912
143,11696.786008542404
144,11751.012993045151
145,12323.645001742989
146,14255.69600542076
147,12074.607977410778
148,11803.108005551621
149,11759.777000406757
150,12439.090991392732
151,11720.971000613645
152,11751.83299346827
153,11890.24597988464
154,11642.501020105556
155,22335.79001040198
156,12719.854013994336
157,11895.250005181879
158,11667.72801661864
159,11658.824980258942
160,12090.89599433355
161,12030.423997202888
162,11832.50398025848
163,12682.824017247185
164,12208.389001898468
165,12034.38502852805
166,11836.071993457153
167,11813.75898886472
168,11789.992975536734
169,11781.709006754681
170,12255.476991413161
171,12222.36201283522
172,11852.294992422685
173,11927.38299141638
174,13017.885998124257
175,11965.951998718083
176,12656.50600544177
177,12260.058021638542
178,11877.404002007097
179,11739.791982108727
180,11712.064006133005
181,11693.459993693978
182,11836.115998448804
183,12253.944005351514
184,11894.458992173895
185,11845.71097837761
186,11815.20998943597
187,11859.302001539618
188,11665.258003631607
189,11780.706990975887
190,11784.29598803632
191,11811.181000666693
192,11675.257002934813
193,12145.791988587007
194,12369.01999800466
195,11952.314001973718
196,11615.646013524383
197,11557.838006410748
198,11593.784991418943
199,11730.98900471814
200,12000.90700876899
201,11779.326014220715
202,12055.983999744058
203,11880.97702106461
204,11900.908983079717
205,14117.01799952425
206,13740.869995672256
207,12233.232002472505
208,12055.761995725334
209,11931.449989788234
210,11771.78102079779
211,11960.569012444466
212,12024.555006064475
213,11953.868990531191
214,12335.717008681968
215,11999.59998484701
216,11751.459998777136
217,11739.757988834754
218,11653.128982288763
219,12090.008007362485
220,11741.026013623923
221,11810.741008957848
222,11802.497989265248
223,11915.081995539367
224,11874.632007675245
225,11735.293985111639
226,11586.369015276432
227,11974.94799271226
228,14167.696004733443
229,12081.473018042743
230,11805.210000602528
231,11748.498975066468
232,12002.073985058814
233,11820.431012893096
234,11766.493000322953
235,11847.251997096464
236,11877.557990374044
237,11796.350998338312
238,11634.794005658478
239,11848.324997117743
240,11675.241985358298
241,11762.18900945969
242,11674.896988552064
243,11819.8890122585
244,11901.896999916062
245,11819.085979368538
246,11949.843988986686
247,12043.265014654025
248,12629.28798678331
249,11946.29500969313
250,11850.899987621233
251,11695.265013258904
252,11816.13199878484
253,12254.959001438692
254,11923.670012038201
255,11671.654996462166
256,11792.653996963054
257,11807.497998233885
258,11939.0019972343
259,11752.76399590075
260,11614.299000939354
261,11703.152005793527
262,11620.6829843577
263,11659.03199580498
264,11734.68100023456
265,11610.121000558138
266,13006.377004785463
267,13360.331009607762
268,13526.310998713598
269,13155.421998817474
270,11877.12699174881
271,20809.71302348189
272,14478.125987807289
273,12820.58100332506
274,12866.753997514024
275,12409.671006025746
276,11920.093995286152
277,12435.41797157377
278,11994.983011391014
279,23248.89600276947
280,12541.686999611557
281,12307.82299535349
282,11922.131001483649
283,11838.614998850971
284,11915.642011445016
285,11778.134008636698
286,12110.157986171544
287,11834.348028060049
288,11912.075977306813
289,11870.424990775064
290,12028.622004436329
291,12006.000994006172
292,11883.350991411135
293,11882.134975166991
294,11752.665974199772
295,11727.333010639995
296,11737.423978047445
297,11753.764003515244
298,11689.006991218776
299,12171.11200094223
300,11962.372984271497
301,11751.629994250834
302,11742.369999410585
303,11679.377988912165
304,11654.748988803476
305,11856.722994707525
306,11761.693021981046
307,11687.00700509362
308,11763.167014578357
309,14088.294992689043
310,13189.135992433876
311,11970.32499476336
312,11994.360014796257
313,11985.608987743035
314,11814.751022029668
315,11704.553005984053
316,11795.097001595423
317,11922.623991267756
318,11769.734002882615
319,11681.8800161127
320,11679.359973641112
321,11806.741007603705
322,11821.23098988086
323,11632.550013018772
324,11614.26500766538
325,12432.227988028899
326,11756.680003600195
327,11805.898015154526
328,11680.958996294066
329,13763.066002866253
330,12083.565001375973
331,12048.011005390435
332,11977.393995039165
333,11953.19599355571
334,12509.712018072605
335,12890.197016531602
336,11783.399007981643
337,11801.095999544486
338,11694.532993715256
339,11899.834003997967
340,11802.110995631665
341,11694.490996887907
342,12053.468002704903
343,11809.38701145351
344,11632.904002908617
345,11689.377017319202
346,11772.750993259251
347,11620.664008660242
348,11714.71900306642
349,11657.467985060066
350,11665.994010400027
351,11811.691976618022
352,11744.997987989336
353,11929.74002333358
354,11707.55599741824
355,12020.04199149087
356,11905.343999387696
357,11856.718978378922
358,11807.32698412612
359,11876.437987666577
360,11873.830982949585
361,12553.528998978436
362,12266.735022421926
363,11887.069005751982
364,12005.047989077866
365,11873.653013026342
366,12000.568996882066
367,12067.928997566923
368,12764.84498521313
369,12357.05500585027
370,11799.472005805
371,12011.635990347713
372,11921.939003514126
373,12805.111997295171
374,12180.361984064803
375,12070.8089962136
376,12800.807016901672
377,12536.681984784082
378,11788.163013989106
379,11701.69998658821
380,11614.082992309704
381,11712.614999851212
382,11715.558997821063
383,11793.458019383252
384,12061.905988957733
385,11699.812981532887
386,11604.736995650455
387,11659.940995741636
388,11741.140973754227
389,11675.587011268362
390,11852.758994791657
391,11676.041001919657
392,12215.805007144809
393,14261.70498598367
394,11841.64101141505
395,12187.247979454696
396,11942.715995246544
397,12023.66201323457
398,12006.898992694914
399,12279.974005650729
400,12402.801978169009
401,12085.227004718035
402,11801.682994700968
403,11797.024984844029
404,23031.59298026003
405,13156.145985703915
406,11772.725003538653
407,12113.11697261408
408,12382.562010316178
