,Time
0,22674.55999390222
1,14606.27099731937
2,14518.348994897678
3,13142.48499693349
4,13346.363004529849
5,12890.090001747012
6,13712.505984585732
7,12127.14400026016
8,12636.978994123638
9,11969.895014772192
10,11966.325022513047
11,11935.751012060791
12,11717.313987901434
13,11823.702981928363
14,11877.749988343567
15,11896.019015694037
16,12794.592999853194
17,12078.289990313351
18,12068.765994627029
19,12218.849005876109
20,11794.22001587227
21,12108.729017199948
22,11908.719985513017
23,11806.59601232037
24,11739.817971829325
25,12580.277980305254
26,11883.505998412147
27,12259.977025678381
28,11747.90199729614
29,11810.878990218043
30,12392.578006256372
31,11855.044984258711
32,11904.715996934101
33,11896.195006556809
34,11784.211004851386
35,12072.016019374132
36,14449.731999775395
37,12062.258989317343
38,11980.059003690258
39,12066.661001881585
40,11902.418016688898
41,12743.728002533317
42,11913.156020455062
43,11806.973983766511
44,11876.141012180597
45,11789.062002208084
46,12226.563994772732
47,11861.523002153262
48,12735.058990074322
49,12097.520986571908
50,12200.39400504902
51,12087.99600135535
52,12302.034010645002
53,12294.790998566896
54,12929.24300651066
55,12348.941003438085
56,11917.420983081684
57,12158.810015534982
58,12491.600005887449
59,11941.43999600783
60,12261.708994628862
61,11841.355997603387
62,11747.407988877967
63,12307.486002100632
64,11965.1909917593
65,11904.127983143553
66,11913.07499539107
67,12058.71399724856
68,13188.835000619292
69,11856.7589961458
70,11895.920993993059
71,11827.201989945024
72,11806.23599793762
73,11720.965994754806
74,11685.600999044254
75,11730.152007658035
76,11620.050005149096
77,11780.64799751155
78,188422.12899471633
79,12611.854006536305
80,11976.65900690481
81,11898.680997546762
82,11816.539015853778
83,11699.431983288378
84,11796.698003308848
85,11777.153995353729
86,11760.827008401975
87,11819.790990557522
88,11927.284998819232
89,12836.12399129197
90,12330.633995588869
91,12368.389026960358
92,12131.323019275442
93,11717.918998328969
94,11802.655993960798
95,12519.358017016202
96,11785.975017119199
97,11762.1980025433
98,11668.994993669912
99,11948.380997637287
100,11784.375994466245
101,11846.09200572595
102,11697.073990944773
103,11775.76300688088
104,13946.671999292448
105,12899.933994049206
106,11945.756996283308
107,13876.363984309137
108,12409.804010530934
109,12410.978000843897
110,11968.444974627346
111,11890.199006302282
112,11930.670007131994
113,11757.005995605141
114,11911.21301962994
115,11760.552995838225
116,11878.707999130711
117,12090.749019989744
118,12009.550002403557
119,11896.484007593244
120,12273.536005523056
121,12201.676989207044
122,11958.159011555836
123,12173.527997219935
124,12136.589997680858
125,11940.138996578753
126,12024.964002193883
127,11818.664002930745
128,11825.910012703389
129,11879.033001605421
130,11736.062006093562
131,12328.366981819272
132,11832.565010990947
133,11823.709995951504
134,11800.805979873985
135,11716.401000740007
136,11863.448016811162
137,12033.648992655799
138,11686.418001772836
139,12486.243998864666
140,12189.211993245408
141,12234.246009029448
142,11915.500013856217
143,11798.604013165459
144,11727.629986125976
145,12401.115003740415
146,12694.914999883622
147,11794.427002314478
148,11855.560005642474
149,11843.47498929128
150,11936.507013160735
151,11703.17700598389
152,12203.563004732132
153,12279.35400675051
154,12342.50800916925
155,12037.076987326145
156,12046.276009641588
157,11859.820981044322
158,11771.728983148932
159,11943.354998948053
160,11799.856001744047
161,12395.375000778586
162,11740.824993466958
163,11863.562016515061
164,11716.281005647033
165,11640.27300546877
166,11852.160998387262
167,11798.955994891003
168,11846.378998598084
169,11764.25302401185
170,11610.318993916735
171,11856.201977934688
172,12123.575987061486
173,11789.493000833318
174,11848.964990349486
175,11828.980990685523
176,11755.044979508966
177,11713.676998624578
178,11735.112988390028
179,11760.20799903199
180,11731.906997738406
181,11715.883971191943
182,11724.49899604544
183,11879.072000738233
184,11711.700004525483
185,11700.36502298899
186,11607.606982579455
187,13750.315993092954
188,13407.708000158891
189,72151.49101102725
190,12307.844997849315
191,12025.653006276116
192,11729.97898538597
193,11720.86302540265
194,11696.370027493685
195,12262.400006875396
196,11887.255997862667
197,11838.838981930166
198,12015.846004942432
199,11899.685021489859
200,12361.505010630935
201,12165.741005446762
202,11821.455002063885
203,12203.68902431801
204,12082.089990144596
205,12049.528013449162
206,11932.874011108652
207,11995.90100441128
208,11833.284981548786
209,12067.8230014164
210,11963.197990553454
211,12012.24501710385
212,11871.636990690604
213,11726.521013770252
214,11696.141998982057
215,11783.807975007221
216,11714.236985426396
217,11737.278022337705
218,11815.88601320982
219,11730.475001968443
220,11968.329985393211
221,11769.36598494649
222,11878.51099530235
223,11742.020986275747
224,11816.872021881863
225,11751.643993193284
226,12383.34202207625
227,12147.60699076578
228,13903.582002967596
229,13330.541987670586
230,12030.756974127144
231,12398.412014590576
232,12558.525981148705
233,12510.797998402268
234,13354.596012504771
235,11979.798990068957
236,11822.58001063019
237,11720.651993528008
238,11904.084007255733
239,11869.630019646138
240,12594.519008416682
241,12765.581021085382
242,11804.11601671949
243,11861.499981023371
244,11700.258997734636
245,11901.139019755647
246,11783.54601142928
247,11691.861000144854
248,11941.00099382922
249,12023.56701833196
250,11835.104989586398
251,12221.817014506087
252,11925.322003662586
253,11989.124992396683
254,11663.088022032753
