,Time
0,16510.44699246995
1,14740.445971256122
2,12409.872986609116
3,12404.81500281021
4,13758.428976871073
5,11922.345001948997
6,12849.66798266396
7,12089.916010154411
8,11980.750015936792
9,12352.641992038116
10,21924.572007264942
11,14013.740001246333
12,12186.988024041057
13,11736.012005712837
14,12137.785990489647
15,12069.807999068871
16,11880.557023687288
17,11822.130996733904
18,11817.296006483957
19,12073.732999851927
20,11901.268997462466
21,11839.62301001884
22,12098.010018235072
23,12064.531008945778
24,11747.351993108168
25,11773.915990488604
26,11903.586011612788
27,11992.110987193882
28,11819.739011116326
29,11886.577005498111
30,11756.105988752097
31,11569.819995202124
32,11605.28400214389
33,11537.829996086657
34,11730.255995644256
35,12339.134991634637
36,11969.069018959999
37,11752.405989682302
38,12358.456006040797
39,12668.062990996987
40,11846.168024931103
41,11860.633007017896
42,13078.410003799945
43,12122.408021241426
44,11920.218996237963
45,11910.000001080334
46,12100.00499850139
47,11811.844015028328
48,11790.188000304624
49,12044.87998620607
50,11984.754994045943
51,11818.80701915361
52,12167.717010015622
53,11882.227001478896
54,11781.389999669045
55,11882.078018970788
56,11654.20500910841
57,11802.491004345939
58,12182.97000741586
59,11842.53001702018
60,12826.51798101142
61,14239.726995583624
62,12478.899006964639
63,13664.344005519524
64,12218.932010000572
65,11946.315004024655
66,12923.374975798652
67,12942.428991664201
68,11890.177993336692
69,11803.717992734164
70,11839.276005048305
71,11908.06200611405
72,12172.026006737724
73,11771.792982472107
74,12238.766008522362
75,14179.732010234147
76,14747.801993507892
77,15480.153990210965
78,22489.510010927916
79,40630.75501471758
80,25726.52799426578
81,27138.575998833403
82,14458.871009992436
83,13322.99702335149
84,15743.563999421895
85,13985.28102436103
86,12479.450000682846
87,12381.551001453772
88,14234.107016818598
89,13168.885983759537
90,12773.090013070032
91,12457.377015380189
92,12471.152003854513
93,12363.421003101394
94,11899.02299665846
95,11891.200992977247
96,12098.117993446067
97,11893.070011865348
98,11988.498998107389
99,12129.952985560521
100,12113.606004277244
101,12056.259991368279
102,12002.92698922567
103,11839.571001473814
104,12217.072013299912
105,12069.788994267583
106,11690.114974044263
107,11791.103024734184
108,11613.49200992845
109,11829.965020297095
110,11722.31900272891
111,11672.480002744123
112,12152.288982179016
113,11641.05802308768
114,11603.438993915915
115,11647.439008811489
116,11905.646999366581
117,11760.227993363515
118,11650.286003714427
119,11824.611021438614
120,11881.2249857001
121,11751.118989195675
122,11864.291009260342
123,11636.80199533701
124,12193.26799036935
125,12257.839989615604
126,11731.095990398899
127,11808.349983766675
128,11684.10200625658
129,23767.326987581328
130,12584.239011630416
131,12154.927011579275
132,15227.913012495264
133,12098.050996428356
134,12366.889015538618
135,14436.194993322715
136,12050.657998770475
137,11945.0319907628
138,11808.445997303352
139,11804.156005382538
140,11697.117006406188
141,12220.665987115353
142,14607.772987801582
143,14640.515990322456
144,14043.014001799747
145,11883.953993674368
146,11741.883005015552
147,11605.492007220164
148,12316.559994360432
149,11946.237995289266
150,12030.210986267775
151,11817.103979410604
152,11606.89300741069
153,12068.001000443473
154,11804.096982814372
155,11894.944007508457
156,11769.61199962534
157,11887.270986335352
158,11805.574991740286
159,11771.958990721032
160,11884.64998267591
161,13191.286998335272
162,12100.634980015457
163,11726.32200177759
164,11772.947007557377
165,11660.381976980716
166,12040.239002089947
167,12015.533982776105
168,11811.604985268787
169,11566.458008019254
170,12408.929993398488
171,12252.282991539687
172,12094.606005121022
173,12107.896996894851
174,12120.296974899247
175,12043.470982462168
176,12150.767026469111
177,11791.155993705615
178,11725.841992301866
179,11734.297004295513
180,14501.005003694445
181,12299.14600844495
182,12129.296985222027
183,12640.333996387199
184,12306.512973736972
185,12002.488976577297
186,11867.453984450549
187,11816.0949787125
188,12610.42000260204
189,11880.272009875625
190,11825.5149864126
191,12087.107024854049
192,12251.227017259225
193,11854.459997266531
194,12121.59200804308
195,11938.772979192436
196,14275.007997639477
197,12731.49999906309
198,11752.924998290837
199,11690.362996887416
200,12620.102002983913
201,12427.684006979689
202,12004.247982986271
203,11891.541013028473
204,11731.548001989722
205,12541.030009742826
206,11983.328993665054
207,11990.20998319611
208,12009.881000267342
209,11744.05199708417
210,11704.803997417912
211,11693.090986227617
212,11872.73598043248
213,11712.437000824139
214,12324.89399262704
215,12135.20800229162
216,11898.632015800104
217,14856.771973427385
218,12205.469014588743
219,11884.281993843615
220,12012.248014798388
221,11907.375999726355
222,12287.029006984085
223,11989.38098968938
224,11836.492019938305
225,11953.322013141587
226,12038.087996188551
227,11927.863000892103
228,11806.528986198828
229,11697.227018885314
230,11859.613005071878
231,11648.422019788995
232,11762.054986320436
233,12429.30901935324
234,12238.741997862235
235,11672.841996187344
236,12089.201976777986
237,11858.518002554774
238,11793.286976171657
239,11657.794006168842
240,11935.443995753303
241,12279.079004656523
242,12098.286009859294
243,12090.425007045269
244,11733.91001066193
245,11805.050977272913
246,11865.195992868394
247,11707.065015798435
248,12142.75197708048
249,11533.826007507741
250,11863.902996992692
251,11604.200000874698
252,11620.811012107879
253,23091.02102299221
254,12929.460994200781
255,12115.591001929715
256,12012.83498085104
257,11892.92300841771
258,13057.10498127155
259,11822.044005384669
260,11768.705007852986
261,11667.754006339237
262,11765.333008952439
263,11777.544976212084
264,12006.69101672247
265,12606.779986526817
266,11867.142020491883
267,12162.429018644616
268,12082.672998076305
269,12092.117976862937
270,11779.697990277782
271,11853.996984427795
272,11686.032026773319
273,12306.889024330303
274,12123.901018640026
275,11789.753014454618
276,11845.294997328892
277,12170.105997938663
278,13188.562006689608
279,12084.10898107104
280,11889.017012435943
281,12602.486996911466
282,11786.82199679315
283,11919.943004613742
284,12124.919012421742
285,12292.319996049628
286,12467.529013520107
287,11816.904996521771
288,12127.293011872098
289,12139.185011619702
290,12378.413986880332
291,11912.437999853864
292,11818.841012427583
293,11701.213021297008
294,11752.403021091595
295,12034.427025355399
296,11980.45100318268
297,11856.205994263291
298,11948.063998715952
299,13832.176016876474
300,12625.396018847823
301,12115.59199145995
302,11902.647995157167
303,11830.892006400973
304,12136.509001720697
305,12613.489991053939
306,13386.728998739272
307,12312.962004216388
308,13509.387004887685
309,12393.5769952368
310,12187.560001621023
311,11914.07602163963
312,12180.702993646264
313,11788.064992288128
314,13355.697999941185
315,13720.432005356997
316,12184.312014142051
317,13613.833987619728
318,12859.559006756172
319,18240.867997519672
320,12142.3130040057
321,13781.656016362831
322,12505.329010309651
323,12427.818001015112
324,12196.51399878785
325,12022.732000332326
326,12017.353990813717
327,12037.245003739372
328,11795.45299964957
329,11842.364998301491
330,11849.699018057436
331,11863.64601016976
332,11515.95197734423
333,11958.59001018107
334,11763.05700209923
335,11542.863008799031
336,11612.855014391243
337,11950.785992667079
338,11835.488025099039
339,11911.762994714081
340,12047.153984894976
341,11935.143993468955
342,11649.646010482684
343,11710.544000379741
344,11809.678981080651
345,11656.931979814544
346,11877.982993610203
347,11959.621013375
348,11914.172006072477
349,11607.897991780192
350,11976.743000559509
351,11930.851003853604
352,11690.24599948898
353,12226.389982970431
354,11528.079019626603
355,11979.117000009865
356,11655.556998448446
357,11933.301982935518
358,11607.156979152933
359,11575.938988244161
360,12300.960021093488
361,11978.171998634934
362,12071.895005647093
363,11790.682998253033
364,11835.408018669114
365,11722.725990694016
366,11592.666007345542
367,11882.619990501553
368,11789.1350237187
369,12412.652984494343
370,12261.7140004877
371,11774.502985645086
372,11939.918011194095
373,12265.219003893435
374,11994.133004918694
375,11820.51800424233
376,11929.974018130451
377,22245.785978157073
378,12591.678998433053
379,12999.733997276053
380,13979.18802103959
381,12578.26600340195
382,12176.741991424933
383,12210.601998958737
384,11864.968982990831
385,12223.439000081271
386,11937.717004911974
387,11755.682004150003
388,11788.9910179656
389,11678.78499836661
390,11870.475980686024
391,11755.383020499721
392,11830.179981188849
393,11668.71000896208
394,11530.975985806435
395,11579.884012462571
396,11861.20099737309
397,11698.694986989722
398,11849.501024698839
399,11540.008999872953
400,11823.873996036127
401,11894.740018760785
402,11820.32100041397
403,11886.282009072602
404,11576.617020182312
405,11760.75599505566
406,11810.338008217514
407,11660.435993690044
408,11889.040004462004
409,11695.007007801905
410,11846.961016999558
411,11991.892999503762
412,12770.731991622597
413,12279.368995223194
414,11725.500022294
415,12393.457989674062
416,12673.449993599206
417,12404.185981722549
418,12489.585991716012
419,11751.309997634962
420,12016.202992526814
421,12830.444000428542
422,12775.0709943939
423,12075.668986653909
424,11839.240993140265
425,11928.534018807113
426,11948.278988711536
427,12000.714021269232
428,11921.552999410778
429,13799.36799639836
430,12676.367012318224
431,12342.302012257278
432,16214.139002840966
433,12354.923004750162
434,12137.551995692775
435,14393.917983397841
436,11965.47198924236
437,12269.08600074239
438,12305.442010983825
439,12001.059018075466
440,11868.764995597303
441,12564.3830106128
442,12112.82197618857
443,12456.325988750905
444,12162.828003056347
445,11942.662997171283
446,13027.6279815007
447,11829.971976112574
448,12204.375001601875
449,11846.666981000453
450,11995.56200299412
451,11954.980000155047
452,11805.450019892305
453,11870.141985127702
454,12119.375984184444
455,12201.587000163272
456,11683.796008583158
457,11718.319001374766
458,11819.395003840327
459,11789.786018198356
460,12184.833991341293
461,11791.052995249629
462,15309.554000850767
463,12845.699995523319
464,12066.095980117097
465,11900.104000233114
466,12134.568998590112
467,11976.873996900395
468,11844.822991406545
469,12023.007002426311
470,12195.493996841833
471,11917.088995687664
472,11646.997008938342
473,11932.219989830628
474,11816.164012998343
475,11839.179001981393
476,11943.799996515736
477,11894.536000909284
478,11947.489983867854
479,11888.75999650918
480,11966.575984843075
481,11609.64899463579
482,11646.558996289968
483,11783.478985307738
484,12010.64299675636
485,11830.035015009344
486,11924.553982680663
487,11751.837999327108
488,12200.471013784409
489,11657.389986794442
490,11715.668020769954
491,11927.316983928904
492,11887.549015227705
493,11946.507001994178
494,12246.255995705724
495,11948.150000534952
496,11777.13499055244
497,11779.379012295976
498,11626.2860246934
499,11935.863003600389
500,11802.14699706994
501,23071.634001098573
502,13166.404998628423
503,12451.943010091782
504,12173.322000307962
505,11888.280016137287
506,11680.944007821381
507,11850.603012135252
508,11980.437993770465
509,11868.531990330666
510,11819.43400297314
511,11900.982004590333
512,11784.280010033399
513,11785.067996243015
514,11744.17301081121
515,11853.41301606968
516,11665.649974020198
517,11870.565009303391
518,11988.95400739275
519,11883.961007697508
520,11743.493989342824
521,11706.749995937571
522,11655.0569946412
523,11764.42700671032
524,12588.815996423364
525,12331.072008237243
526,11748.259013984352
527,11942.359007662162
528,11658.30998797901
529,12069.377000443637
530,11956.65801060386
531,12076.524988515303
532,11816.887999884784
533,12361.547007458284
534,12152.429000707343
535,11931.02597608231
536,11866.808985359967
537,11627.48402566649
538,11644.529993645847
539,11772.573023336008
540,11631.016008323058
541,11772.326979553327
542,12076.316023012623
543,11764.45500459522
544,11808.866023784503
545,13913.441012846306
546,12447.759014321491
547,11935.034999623895
548,11824.74399683997
549,12022.012990200892
550,11741.844995412976
551,11740.273999748752
552,11815.612990176305
553,11735.429987311363
554,13810.889999149367
555,12324.2020199541
556,11998.449976090342
557,14322.198985610157
558,12402.964988723397
559,11686.087003909051
560,11916.486022528261
561,12149.450019933283
562,11878.852994414046
563,11690.365005051717
564,11714.738007867709
565,12017.421977361664
566,11880.080011906102
567,11952.711996855214
568,11841.727973660454
569,12033.410981530324
570,12475.038995034993
571,11910.317000001669
572,11899.16898147203
573,11837.029014714062
574,11682.50699993223
575,11764.060996938497
576,11909.195018233731
577,11737.305001588538
578,11827.622016426176
579,11656.19702078402
580,11592.062015552074
581,11869.85700041987
582,12111.33599281311
583,12054.82499790378
584,12049.851007759571
585,11626.680003246292
586,12899.838999146596
587,12763.10597313568
588,11769.442004151642
589,12015.62597998418
590,12329.45898664184
591,11959.124996792525
592,11677.317990688607
593,12108.895025448874
594,12364.67799753882
595,11718.149005901068
596,11885.43697935529
597,11668.751016259193
598,11846.787005197257
599,11725.84100277163
600,11701.201990945265
601,11620.094010140747
602,11543.520988197997
603,11883.951985510066
604,11680.756986606866
605,11630.902998149395
606,11642.98498770222
607,11631.892004515976
608,11634.713009698316
609,11687.452002661303
610,11785.2549883537
611,11749.242024961859
612,11799.775995314121
613,11825.444991700351
614,11619.458993664011
615,11903.503007488325
616,11887.168977409601
617,12664.017995120957
618,12007.428973447531
619,12070.106982719153
620,11943.17699992098
621,11741.891008568928
622,11816.965008620173
623,11626.176012214273
624,11844.110995298252
625,11642.094003036618
626,11974.685010500252
627,24087.925005005673
628,15025.539993075654
629,12070.419994415715
630,12042.418005876243
631,11918.336007511243
632,11818.919010693207
633,11746.673000743613
634,12324.432987952605
635,11982.680996879935
636,11701.171984896064
637,11593.41199672781
638,11756.783002056181
639,11911.659996258095
640,11674.030014546588
641,11722.759023541585
642,11621.32600438781
643,11595.855001360178
644,11803.269007941708
645,11799.094005255029
646,11648.810002952814
647,11684.557015541941
648,11846.679000882432
649,11942.96800531447
650,11613.488983130082
651,11846.060981042683
652,11843.087006127462
653,11760.877998312935
654,11647.898994851857
655,11835.53901501
656,11674.039997160435
657,11951.153981499374
658,12000.404996797442
659,11738.007015082985
660,11890.00898739323
661,12009.724014205858
662,11688.990984112024
663,12111.279997043312
664,12599.47702055797
665,11846.527020679787
666,12037.485023029149
667,12161.260994616896
668,11801.051994552836
669,11897.728982148692
670,12192.176014650613
671,11929.996020626277
672,11873.834009747952
673,11830.992996692657
674,11860.153987072408
675,11779.312015278265
676,12000.94202067703
677,12123.84202517569
678,12594.556988915429
679,12864.003976574168
680,12589.399993885309
681,11899.845994776115
682,12595.797015819699
683,12096.964986994863
684,11979.742004768923
685,11944.218014832586
686,13031.80999821052
687,12290.482001844794
688,11814.907018560916
689,12117.880978621542
690,12394.010002026334
691,12261.372001376003
692,12146.491004386917
693,12025.619973428547
694,12598.11400086619
695,12446.169013855979
696,12033.401988446712
697,12240.533978911117
698,12005.73201640509
699,12473.64899609238
700,12214.237998705357
701,11830.538016511127
702,12274.174980120733
703,11832.339980173856
704,11874.395975610241
705,11568.297020858154
706,11754.945997381583
707,11587.294022319838
708,12189.911998575553
709,12587.882025400177
710,13770.498015219346
711,13833.21502362378
712,12009.455997031182
713,11959.57898744382
714,11827.98799709417
715,11830.704985186458
716,11920.004995772615
717,11772.828991524875
718,11900.044977664948
719,11736.262997146696
720,11669.399013044313
721,11752.549005905166
722,11815.712990937755
723,12266.898003872484
724,12124.069005949423
725,11657.094000838697
726,12986.470013856888
727,13589.675014372915
728,13003.842992475256
729,12785.903993062675
730,18378.433014731854
731,13859.848986612633
732,12876.660010078922
733,11876.792996190488
734,12798.25100209564
735,13015.14299120754
736,11952.159024076536
737,12802.929995814338
738,14550.330000929534
739,11832.235992187634
740,11777.528008678928
741,11703.295982442796
742,12157.497985754162
743,12618.139007827267
744,11774.096987210214
745,11838.329985039309
746,11977.079004282132
747,12651.013006689027
748,11981.493997154757
749,11796.206003054976
750,22944.609983824193
751,13705.871009733528
752,12451.444024918601
753,12052.779988152906
754,12157.265999121591
755,12611.373997060582
756,11808.29800432548
757,12280.234979698434
758,11814.87599387765
759,11681.926000164822
760,11604.667000938207
761,11707.337020197883
762,11854.172975290567
763,11785.452021285892
764,12173.677008831874
765,11856.864002766088
766,11949.317005928606
767,12090.696021914482
768,11915.782000869513
769,12014.726991765201
770,11713.836021954194
771,11939.383985009044
772,11761.364992707968
773,11667.392973322421
774,12067.29598925449
775,12283.238989766687
776,11713.336018146947
777,11910.749017260969
778,12151.478993473575
779,12151.612027082592
780,12005.513010080904
781,12010.663020191714
782,11964.56901379861
783,12070.18701825291
784,11863.931984407827
785,11784.515983890742
786,11798.631981946528
787,11891.052010469139
788,11871.50800251402
789,12222.05298836343
790,11912.51099226065
791,14151.921001030132
792,13023.845007410273
793,12111.80299287662
794,11959.175986703485
795,12316.174019360915
796,12080.22198989056
797,11645.801016129553
798,11861.41901416704
799,11778.526997659355
800,11824.949993751943
801,11787.768977228552
802,13752.901984844357
803,12097.958009690046
804,11864.002997754142
805,12440.855003660545
806,11985.649995040148
807,12318.60602274537
808,12265.951023437083
809,12351.493001915514
810,11955.501016927883
811,11925.541999517009
812,11940.627009607852
813,11806.455004261807
814,11826.275003841147
815,12038.863002089784
816,12026.320007862523
817,11770.643992349505
818,11760.407971451059
819,13808.863994199783
820,13102.842000080273
821,11847.582005430013
822,12048.795993905514
823,12037.158972816542
824,12076.345010427758
825,12054.590974003077
826,11890.558991581202
827,12646.880000829697
828,11826.875997940078
829,11660.982010653242
830,12153.699004556984
831,11737.232998711988
832,11896.237992914394
833,11869.317997479811
834,12675.976002356037
835,11886.146996403113
836,12685.824010986835
837,12023.29297666438
838,11847.622023196891
839,11830.393021227792
840,12564.374977955595
841,11905.56600340642
842,11709.22999153845
843,12004.64100111276
844,11883.74002231285
845,12068.907992215827
846,11973.583023063838
847,11763.363989302889
848,11905.733990715817
849,12136.075005400926
850,12374.929996440187
851,11806.694004917517
852,11860.614991746843
853,11807.911010691896
854,13179.400004446507
855,13206.307019572705
856,12247.856007888913
857,12272.646999917924
858,11869.283975102007
859,11735.432024579495
860,12975.188990822062
861,11954.3359905947
862,12425.180000718683
863,12230.71600543335
864,12095.682002836838
865,12310.674996115267
866,11930.474982364103
867,11997.5819834508
868,11887.249973369762
869,12097.275990527123
870,11872.411996591836
871,11986.789002548903
872,12064.84402064234
873,12918.623018776998
874,14586.594013962895
875,23211.978987092152
876,13125.215016771108
877,12011.893006274477
878,11776.391009334475
879,12833.660992328078
880,12350.826000329107
881,12148.005975177512
882,11807.931994553655
883,11782.620975282043
884,11797.352985013276
885,11801.946006016806
886,11738.636007066816
887,11660.546995699406
888,11692.37302383408
889,12199.076998513192
890,11924.277991056442
891,11715.321015799418
892,11737.917986465618
893,12016.485998174176
894,12209.578009787947
895,11920.126009499654
896,11585.081985685974
897,12270.848994376138
898,13631.500012706965
899,12212.739005917683
900,11893.246992258355
901,11967.205995460972
902,11827.450012788177
903,11728.507990483195
904,12118.277983972803
905,11869.63400687091
906,11941.724980715662
907,11851.498013129458
908,11960.301984800026
909,11961.885000346228
910,11840.003018733114
911,11840.752005809918
912,11880.909994943067
913,11931.310989893973
914,11892.651004018262
915,11855.48200737685
916,11912.49702242203
917,11999.811977148056
918,11935.210000956431
919,11960.176983848214
920,11800.801003118977
921,11999.576003290713
922,11933.797009987757
923,11698.988993884996
924,11743.223003577441
925,11744.493996957317
926,11816.115991678089
927,13825.339992763475
928,12123.360007535666
929,11995.405977359042
930,12822.075979784131
931,12926.083989441395
932,12150.688009569421
933,11811.198986833915
934,11861.753999255598
935,11791.957018431276
936,11895.897012436762
937,11987.150006461889
938,11876.295000547543
939,12447.35301588662
940,12516.838003648445
941,11754.676001146436
942,12238.3389971219
943,12104.594003176317
944,12803.406978491694
945,11908.229993423447
946,11745.784984668717
947,11857.072997372597
948,11739.017005311325
949,11902.75399130769
950,11657.276976620778
951,12174.77599857375
952,11945.774022024125
953,12079.545995220542
954,11837.327998364344
955,13828.591007040814
956,12935.696984641254
957,11907.340987818316
958,12068.938987795264
959,11968.147999141365
960,12002.973991911858
961,12029.069010168314
962,11892.32399337925
963,11869.02602785267
964,11840.57301725261
965,11955.915979342535
966,11996.59999110736
967,11764.308990677819
968,11537.585000041872
969,11780.311993788928
970,11762.289999751374
971,11601.621023146436
972,11796.91799916327
973,11610.920977545902
974,11580.16300178133
975,11622.875987086445
976,11674.158013192937
977,11782.217974541709
978,11742.725007934496
979,11641.097022220492
980,11769.634002121165
981,11796.633014455438
982,11990.676983259618
983,11714.571999618784
984,11646.54697640799
985,11671.067011775449
986,11847.262008814141
987,11677.220987621695
988,11897.59498811327
989,11870.813992572948
990,11611.302994424477
991,11641.874007182196
992,11662.228993372992
993,11695.911001879722
994,11551.278992556036
995,11653.915978968143
996,11960.840987740085
997,11968.918988713995
998,12027.26797782816
999,11866.474989801645
