,Time
0,35009.0189895127
1,12387.279013637453
2,12198.68499902077
3,12221.60499310121
4,12044.279981637374
5,12163.482024334371
6,14105.768001172692
7,12336.735991993919
8,12063.565984135494
9,11916.407995158806
10,11918.012984097004
11,12033.960985718295
12,12169.795023510233
13,12467.189982999116
14,11866.276996443048
15,11885.943007655442
16,11744.315008400008
17,12353.697995422408
18,11955.905007198453
19,11903.407023055479
20,11821.90197869204
21,21792.14300122112
22,12553.192005725577
23,12924.079986987635
24,11969.364015385509
25,11842.495005112141
26,11703.1859990675
27,11785.437003709376
28,11792.04200161621
29,11893.510003574193
30,11984.956014202908
31,11750.77399238944
32,11845.119995996356
33,11929.9580110237
34,11921.623983653262
35,11696.706002112478
36,12119.549995986745
37,11725.188000127673
38,12092.552991816774
39,12133.051990531385
40,11870.573012856767
41,11753.48600372672
42,11785.3709962219
43,11716.092005372047
44,11662.123986752704
45,12388.358998578042
46,12287.932011531666
47,12034.685001708567
48,11965.526005951688
49,12263.493001228198
50,12569.332000566646
51,11985.634017037228
52,11739.087000023574
53,12237.359973369166
54,11990.127008175477
55,11845.920991618186
56,11819.388018921018
57,12400.742009049281
58,15802.49800463207
59,12286.448996746913
60,12118.543992983177
61,13378.893985645846
62,12914.424005430192
63,12800.42898724787
64,14251.503016566858
65,14578.63100222312
66,12672.375014517456
67,12631.410994799808
68,13468.980992911384
69,12208.313011797145
70,12288.597994484007
71,12077.510997187346
72,12074.36400000006
73,12119.470979087055
74,12054.721009917557
75,12100.32100789249
76,12328.826996963471
77,12276.349007152021
78,13370.250002481043
79,13869.08401036635
80,13082.085992209613
81,13199.389999499545
82,12060.349021339789
83,19335.085002239794
84,12358.886015135795
85,16293.654014589265
86,13491.436984622851
87,13168.086996302009
88,12059.125991072506
89,12021.625996567309
90,11854.585987748578
91,11789.241980295628
92,12055.38198701106
93,12329.894001595676
94,11897.418997250497
95,11871.258000610396
96,11772.46798761189
97,12342.228990746662
98,12030.273996060714
99,11728.52999297902
100,11773.177015129477
101,12101.7649944406
102,12124.450004193932
103,11925.288010388613
104,11786.385002778843
105,11865.595006383955
106,11654.23498605378
107,11691.466992488131
108,11702.840973157436
109,11857.345001772046
110,11956.40699006617
111,11805.915011791512
112,12080.208020051941
113,11890.061985468492
114,11801.182990893722
115,11828.633985714987
116,11831.988987978548
117,11679.339979309589
118,11970.146995736286
119,12196.477997349575
120,12035.196996293962
121,11730.508995242417
122,11919.690005015582
123,11792.887991759926
124,11700.773000484332
125,11849.239002913237
126,12339.60100216791
127,11850.799986859784
128,11886.411026353016
129,12002.019997453317
130,11707.480007316917
131,11953.821987845004
132,11862.260987982154
133,12022.331997286528
134,12511.89800677821
135,12375.14999229461
136,12241.222022566944
137,12597.106979228556
138,12258.524977369234
139,12011.440005153418
140,12288.421014091
141,12216.503993840888
142,12336.46398759447
143,12521.71499072574
144,22968.464996665716
145,13457.01000536792
146,12249.028019141406
147,12168.346991529688
148,12779.865006450564
149,12097.455997718498
150,12020.902999211103
151,12121.028994442895
152,12144.113978138193
153,12272.716994630173
154,11993.975000223145
155,11945.20402350463
156,12160.735001089051
157,11984.662007307634
158,11926.240986213088
159,11863.214982440695
160,11679.185001412407
161,11704.98999999836
162,12439.034995622933
163,12379.450025036931
164,11993.192980298772
165,11908.088985364884
166,12097.369006369263
167,14098.862011451274
168,12240.498996106908
169,12530.541978776455
170,12212.595989694819
171,12545.371981104836
172,12299.663998419419
173,12331.2909854576
174,12535.270012449473
175,12531.20499313809
176,12307.990022236481
177,11961.523996433243
178,12208.627973450348
179,13896.752003347501
180,12171.490991022438
181,12283.988005947322
182,12200.648023281246
183,12440.81900222227
184,12926.07799405232
185,13153.219013474882
186,12030.237005092204
187,12164.895015303046
188,12212.633999297395
189,12350.035016424954
190,11903.43001508154
191,12013.480998575687
192,11715.43198870495
193,11772.975005442277
194,11816.213984275237
195,12318.177992710844
196,12587.42599748075
197,12412.916024914011
198,12356.7090195138
199,12373.558012768626
200,12135.56798757054
201,12740.875012241304
202,12259.44299949333
203,12622.02998623252
204,12604.110001120716
205,12649.967015022412
206,12569.20100422576
207,13036.466989433393
208,13225.033006165177
209,13129.783008480445
210,12507.03798723407
211,12488.639011280611
212,12638.421001611277
213,12563.858996145427
214,12547.569000162184
215,12054.359016474336
216,12219.187978189439
217,12395.082012517378
218,11989.528022240847
219,11792.017990956083
220,11948.72398627922
221,11890.043009771034
222,11797.574989032
223,11852.89301793091
224,11738.725996110588
225,11761.615023715422
226,11807.00000259094
227,11835.45999811031
228,11767.459014663473
229,11812.618002295494
230,11649.866995867342
231,11855.657998239622
232,12068.798998370767
233,11727.284989319742
234,11672.469991026446
235,11802.93201468885
236,11696.78001315333
237,11815.792007837445
238,11765.24700713344
239,11644.243000773713
240,11776.593019021675
241,11794.686986831948
242,11690.90301846154
243,11796.781996963546
244,11769.333010306582
245,11799.161991802976
246,11706.721008522436
247,11645.03299514763
248,11613.504000706598
249,13509.743992472067
250,12121.817009756342
251,12483.389000408351
252,12007.734971120954
253,11902.505997568369
254,11696.330999257043
255,11663.162003969774
256,11968.62498181872
257,12156.993005191907
258,12061.39600253664
259,11842.23298332654
260,11748.53098927997
261,12058.925000019372
262,11930.631997529417
263,11897.846998181194
264,11703.986005159095
265,11789.895972469822
266,12114.94900053367
267,11727.184988558292
268,23687.909997534007
269,12361.305998638272
270,11733.674997230992
271,11829.676979687065
272,11734.695988707244
273,11989.881983026862
274,11821.00101141259
275,11818.599014077336
276,11803.58201963827
277,11787.124996772036
278,11768.836004193872
279,11854.987009428442
280,11869.427020428702
281,11731.397011317313
282,11918.846023036167
283,12004.074000287801
284,11936.435999814421
285,12113.487988244742
286,11968.545004492626
287,11780.311004258692
288,11890.876980032772
289,12047.111988067627
290,11835.995013825595
291,11734.27898902446
292,11691.110004903749
293,11790.235992521048
294,11758.796987123787
295,11656.043992843479
296,11753.447994124144
297,12209.567008540034
298,12110.495998058468
299,11977.472982835025
300,11965.915997279808
301,11836.448014946654
302,11774.843005696312
303,11882.262013386935
304,14505.464001558721
305,12370.70799106732
306,12301.54000222683
307,12030.111975036561
308,12707.312009297311
309,12568.809004733339
310,11910.689005162567
311,11742.200003936887
312,11784.686997998506
313,11776.65902650915
314,12203.928985400125
315,11878.090997925028
316,11941.586009925231
317,12139.213999034837
318,12273.259984795004
319,12117.514997953549
320,11811.590025899932
321,11787.72299317643
322,11822.268017567694
323,11855.715973069891
324,11733.86600567028
325,11997.77700821869
326,11857.50900185667
327,11925.589002203196
328,11956.602014834061
329,11795.377009548247
330,11838.890990475193
331,13565.225002821535
332,12849.582999479026
333,11876.623990247026
334,12158.133002230898
335,11879.099998623133
336,12163.383013103157
337,11769.503995310515
338,11722.118011675775
339,12114.64498192072
340,11992.090992862359
341,11660.829011816531
342,11748.452991014346
343,12400.734005495906
344,11824.080982478335
345,11992.868996458128
346,11916.33299458772
347,11798.852996435016
348,12142.988998675719
349,11943.56198539026
350,12264.805001905188
351,11891.219997778535
352,11653.20398285985
353,11703.07002030313
354,11807.556002167985
355,11751.267011277378
